Name,Surah,Ayat,Verse
The Opening,1,11,"* According to almost all the commentators, God’s “condemnation” (ghadab, lit., “wrath”) is synonymous with the evil consequences which man brings upon himself by willfully rejecting God’s guidance and acting contrary to His injunctions. Some commentators (e.g., Zamakhsharī) interpret this passage as follows: “…the way of those upon whom Thou hast bestowed Thy blessings – those who have not been condemned [by Thee], and who do not go astray”: in other words, they regard the last two expressions as defining “those upon whom Thou hast bestowed Thy blessings.” Other commentators (e.g., Baghawī and Ibn Kathīr) do not subscribe to this interpretation – which would imply the use of negative definitions – and understand the last verse of the sūrah in the manner rendered by me above. As regards the two categories of people following a wrong course, some of the greatest Islamic thinkers (e.g., Al-Ghazālī or, in recent times, Muhammad ‘Abduh) held the view that the people described as having incurred “God’s condemnation” – that is, having deprived themselves of His grace – are those who have become fully cognizant of God’s message and, having understood it, have rejected it; while by “those who go astray” are meant people whom the truth has either not reached at all, or to whom it has come in so garbled and corrupted a form as to make it difficult for them to recognize it as the truth (see ‘Abduh in Manār I, 68 ff.)."
The Cow,2,1,Alif. Lām. Mīm.
The Cow,2,2,THIS DIVINE WRIT – let there be no doubt about it – is [meant to be] a guidance for all the God-conscious
The Cow,2,3,"who believe in [the existence of] that which is beyond the reach of human perception, and are constant in prayer, and spend on others out of what We provide for them as sustenance;"
The Cow,2,4,"and who believe in that which has been bestowed from on high upon thee, [O Prophet,] as well as in that which was bestowed before thy time: for it is they who in their innermost are certain of the life to come!"
The Cow,2,5,"It is they who follow the guidance [which comes] from their Sustainer; and it is they, they who shall attain to a happy state!"
The Cow,2,6,"BEHOLD, as for those who are bent on denying the truth – it is all one to them whether thou warnest them or dost not warn them: they will not believe."
The Cow,2,7,"God has sealed their hearts and their hearing, and over their eyes is a veil; and awesome suffering awaits them."
The Cow,2,8,"And there are people who say, ""We do believe in God and the Last Day,"" the while they do not [really] believe."
The Cow,2,9,"They would deceive God and those who have attained to faith – the while they deceive none but themselves, and perceive it not."
The Cow,2,10,"In their hearts is disease, and so God lets their disease increase; and grievous suffering awaits them because of their persistent lying."
The Cow,2,11,"And when they are told, ""Do not spread corruption on earth,"" they answer, ""We are but improving things!"""
The Cow,2,12,"Oh, verily, it is they, they who are spreading corruption – but they perceive it not!"
The Cow,2,13,"And when they are told, ""Believe as other people believe,"" they answer, ""Shall we believe as the weak-minded believe?"" Oh, verily, it is they, they who are weak-minded – but they know it not!"
The Cow,2,14,"And when they meet those who have attained to faith, they assert, ""We believe [as you believe]""; but when they find themselves alone with their evil impulses, they say, ""Verily, we are with you; we were only mocking!"""
The Cow,2,15,"God will requite them for their mockery, and will leave them for a while in their overweening arrogance, blindly stumbling to and fro:"
The Cow,2,16,"Their parable is that of people who kindle a fire: but as soon as it has illumined all around them, God takes away their light and leaves them in utter darkness, wherein they cannot see:"
The Cow,2,17,"deaf, dumb, blind – and they cannot turn back."
The Cow,2,18,"Or [the parable] of a violent cloudburst in the sky, with utter darkness, thunder, and lightning: they put their fingers into their ears to keep out the peals of thunder, in terror of death; but God encompasses [with His might] all who deny the truth."
The Cow,2,19,"The lightning well-nigh takes away their sight; whenever it gives them light, they advance therein, and whenever darkness falls around them, they stand still."
The Cow,2,20,"And if God so willed, He could indeed take away their hearing and their sight: for, verily, God has the power to will anything."
The Cow,2,21,"O MANKIND! Worship your Sustainer, who has created you and those who lived before you, so that you might remain conscious of Him"
The Cow,2,22,"who has made the earth a resting-place for you and the sky a canopy, and has sent down water from the sky and thereby brought forth fruits for your sustenance: do not, then, claim that there is any power that could rival God, when you know [that He is One]."
The Cow,2,23,"And if you doubt any part of what We have bestowed from on high, step by step, upon Our servant [Muhammad], then produce a sūrah of similar merit, and call upon any other than God to bear witness for you – if what you say is true!"
The Cow,2,24,And if you cannot do it – and most certainly you cannot do it – then be conscious of the fire whose fuel is human beings and stones which awaits all who deny the truth!
The Cow,2,25,"But unto those who have attained to faith and do good works give the glad tiding that theirs shall be gardens through which running waters flow. Whenever they are granted fruits therefrom as their appointed sustenance, they will say, ""It is this that in days of yore was granted to us as our sustenance!"" – for they shall be given something that will recall that [past]. And there shall they have spouses pure, and there shall they abide."
The Cow,2,26,"Behold, God does not disdain to propound a parable of a gnat, or of something [even] less than that. Now, as for those who have attained to faith, they know that it is the truth from their Sustainer – whereas those who are bent on denying the truth say, ""What could [your] God mean by this parable?"""
The Cow,2,27,"In this way does He cause many a one to go astray, just as He guides many a one aright: but none does He cause thereby to go astray save the iniquitous,"
The Cow,2,28,"who break their bond with God after it has been established [in their nature], and cut asunder what God has bidden to be joined, and spread corruption on earth: these it is that shall be the losers."
The Cow,2,29,"How can you refuse to acknowledge God, seeing that you were lifeless and He gave you life, and that He will cause you to die and then will bring you again to life, whereupon unto Him you will be brought back?"
The Cow,2,30,"He it is who has created for you all that is on earth, and has applied His design to the heavens and fashioned them into seven heavens; and He alone has full knowledge of everything."
The Cow,2,31,"AND LO! Thy Sustainer said unto the angels: ""Behold, I am about to establish upon earth one who shall inherit it."""
The Cow,2,32,"They said: ""Wilt Thou place on it such as will spread corruption thereon and shed blood – whereas it is we who extol Thy limitless glory, and praise Thee, and hallow Thy name?"""
The Cow,2,33,"And He imparted unto Adam the names of all things; then He brought them within the ken of the angels and said: ""Declare unto Me the names of these [things], if what you say is true."""
The Cow,2,34,"They replied: ""Limitless art Thou in Thy glory! No knowledge have we save that which Thou hast imparted unto us. Verily, Thou alone art all-knowing, truly wise."""
The Cow,2,35,"Said He: ""O Adam, convey unto them the names of these [things]."""
The Cow,2,36,"And as soon as [Adam] had conveyed unto them their names, [God] said: ""Did I not say unto you, ‘Verily, I alone know the hidden reality of the heavens and the earth, and know all that you bring into the open and all that you would conceal’?"""
The Cow,2,37,"And when We told the angels, ""Prostrate yourselves before Adam!"" – they all prostrated themselves, save Iblīs, who refused and gloried in his arrogance: and thus he became one of those who deny the truth."
The Cow,2,38,"And We said: ""O Adam, dwell thou and thy wife in this garden, and eat freely thereof, both of you, whatever you may wish; but do not approach this one tree, lest you become wrongdoers."""
The Cow,2,39,"But Satan caused them both to stumble therein, and thus brought about the loss of their erstwhile state. And so We said: ""Down with you, [and be henceforth] enemies unto one another; and on earth you shall have your abode and your livelihood for a while!"""
The Cow,2,40,"Thereupon Adam received words [of guidance] from his Sustainer, and He accepted his repentance: for, verily, He alone is the Acceptor of Repentance, the Dispenser of Grace."
The Cow,2,41,"but those who are bent on denying the truth and giving the lie to Our messages – they are destined for the fire, and therein shall they abide."
The Cow,2,42,"O CHILDREN of Israel! Remember those blessings of Mine with which I graced you, and fulfil your promise unto Me, [whereupon] I shall fulfil My promise unto you; and of Me, of Me stand in awe!"
The Cow,2,43,"Believe in that which I have [now] bestowed from on high, confirming the truth already in your possession, and be not foremost among those who deny its truth; and do not barter away My messages for a trifling gain; and of Me, of Me be conscious!"
The Cow,2,44,"And do not overlay the truth with falsehood, and do not knowingly suppress the truth;"
The Cow,2,45,"and be constant in prayer, and spend in charity, and bow down in prayer with all who thus bow down."
The Cow,2,46,"Do you bid other people to be pious, the while you forget your own selves – and yet you recite the divine writ? Will you not, then, use your reason?"
The Cow,2,47,"And seek aid in steadfast patience and prayer: and this, indeed, is a hard thing for all but the humble in spirit,"
The Cow,2,48,who know with certainty that they shall meet their Sustainer and that unto Him they shall return.
The Cow,2,49,"O children of Israel! Remember those blessings of Mine with which I graced you, and how I favoured you above all other people;"
The Cow,2,50,"and remain conscious of [the coming of] a Day when no human being shall in the least avail another, nor shall intercession be accepted from any of them, nor ransom taken from them, and none shall be succoured."
The Cow,2,51,"And [remember the time] when We saved you from Pharaoh’s people, who afflicted you with cruel suffering, slaughtering your sons and sparing [only] your women – which was an awesome trial from your Sustainer;"
The Cow,2,52,"and when We cleft the sea before you, and thus saved you and caused Pharaoh’s people to drown before your very eyes;"
The Cow,2,53,"and when We appointed for Moses forty nights [on Mount Sinai], and in his absence you took to worshipping the [golden] calf, and thus became evildoers:"
The Cow,2,54,"yet, even after that, We blotted out this your sin, so that you might have cause to be grateful."
The Cow,2,55,And [remember the time] when We vouchsafed unto Moses the divine writ – and [thus] a standard by which to discern the true from the false – so that you might be guided aright;
The Cow,2,56,"and when Moses said unto his people: ""O my people! Verily, you have sinned against yourselves by worshipping the calf; turn, then, in repentance to your Maker and mortify yourselves; this will be the best for you in your Maker’s sight."""
The Cow,2,57,"And thereupon He accepted your repentance: for, behold, He alone is the Acceptor of Repentance, the Dispenser of Grace."
The Cow,2,58,"And [remember] when you said, ""O Moses, indeed we shall not believe thee until we see God face to face!"" – whereupon the thunderbolt of punishment overtook you before your very eyes."
The Cow,2,59,"But We raised you again after you had been as dead, so that you might have cause to be grateful."
The Cow,2,60,"And We caused the clouds to comfort you with their shade, and sent down unto you manna and quails, [saying,] ""Partake of the good things which We have provided for you as sustenance."""
The Cow,2,61,And [by all their sinning] they did no harm unto Us – but [only] against their own selves did they sin.
The Cow,2,62,"And [remember the time] when We said: ""Enter this land, and eat of its food as you may desire, abundantly; but enter the gate humbly and say, ‘Remove Thou from us the burden of our sins’, [whereupon] We shall forgive you your sins, and shall amply reward the doers of good."""
The Cow,2,63,But those who were bent on evildoing substituted another saying for that which had been given them: and so We sent down upon those evildoers a plague from heaven in requital for all their iniquity.
The Cow,2,64,"And [remember] when Moses prayed for water for his people and We replied, ""Strike the rock with thy staff!"" – whereupon twelve springs gushed forth from it, so that all the people knew whence to drink. [And Moses said:] ""Eat and drink the sustenance provided by God, and do not act wickedly on earth by spreading corruption."""
The Cow,2,65,"And [remember] when you said: ""O Moses, indeed we cannot endure but one kind of food; pray, then, to thy Sustainer that He bring forth for us aught of what grows from the earth – of its herbs, its cucumbers, its garlic, its lentils, its onions."""
The Cow,2,66,"Said [Moses]: ""Would you take a lesser thing in exchange for what is [so much] better? Go back in shame to Egypt, and then you can have what you are asking for!"""
The Cow,2,67,"And so, ignominy and humiliation overshadowed them, and they earned the burden of God’s condemnation: all this, because they persisted in denying the truth of God’s messages and in slaying the prophets against all right: all this, because they rebelled [against God], and persisted in transgressing the bounds of what is right."
The Cow,2,68,"VERILY, those who have attained to faith [in this divine writ], as well as those who follow the Jewish faith, and the Christians, and the Sabians – all who believe in God and the Last Day and do righteous deeds – shall have their reward with their Sustainer; and no fear need they have, and neither shall they grieve."
The Cow,2,69,"AND LO! We accepted your solemn pledge, raising Mount Sinai high above you, [and saying,] ""Hold fast with [all your] strength unto what We have vouchsafed you, and bear in mind all that is therein, so that you might remain conscious of God!"""
The Cow,2,70,"And you turned away after that! And had it not been for God’s favour upon you and His grace, you would surely have found yourselves among the lost;"
The Cow,2,71,"for you are well aware of those from among you who profaned the Sabbath, whereupon We said unto them, ""Be as apes despicable!"" –"
The Cow,2,72,"and set them up as a warning example for their time and for all times to come, as well as an admonition to all who are conscious of God."
The Cow,2,73,"AND LO! Moses said unto his people: ""Behold, God bids you to sacrifice a cow."""
The Cow,2,74,"They said: ""Dost thou mock at us?"""
The Cow,2,75,"He answered: ""I seek refuge with God against being so ignorant!"""
The Cow,2,76,"Said they: ""Pray on our behalf unto thy Sustainer that He make clear to us what she is to be like."""
The Cow,2,77,"Said they: ""Pray on our behalf unto thy Sustainer that He make clear to us what her colour should be."""
The Cow,2,78,"Said they: ""Pray on our behalf unto thy Sustainer that He make clear to us what she is to be like, for to us all cows resemble one another; and then, if God so wills, we shall truly be guided aright!"""
The Cow,2,79,"Said they: ""At last thou hast brought out the truth!"" – and thereupon they sacrificed her, although they had almost left it undone."
The Cow,2,80,"For, [O children of Israel,] because you had slain a human being and then cast the blame for this [crime] upon one another – although God will bring to light what you would conceal –"
The Cow,2,81,"We said: ""Apply this [principle] to some of those [cases of unresolved murder]: in this way God saves lives from death and shows you His will, so that you might [learn to] use your reason."""
The Cow,2,82,"And yet, after all this, your hearts hardened and became like rocks, or even harder: for, behold, there are rocks from which streams gush forth; and, behold, there are some from which, when they are cleft, water issues; and, behold, there are some that fall down for awe of God. And God is not unmindful of what you do!"
The Cow,2,83,"CAN YOU, then, hope that they will believe in what you are preaching – seeing that a good many of them were wont to listen to the word of God and then, after having understood it, to pervert it knowingly?"
The Cow,2,84,"For, when they meet those who have attained to faith, they say, ""We believe [as you believe]"" – but when they find themselves alone with one another, they say, ""Do you inform them of what God has disclosed to you, so that they might use it in argument against you, quoting the words of your Sustainer? Will you not, then, use your reason?"""
The Cow,2,85,"Do they not know, then, that God is aware of all that they would conceal as well as of all that they bring into the open?"
The Cow,2,86,"And there are among them unlettered people who have no real knowledge of the divine writ, [following] only wishful beliefs and depending on nothing but conjecture."
The Cow,2,87,"Woe, then, unto those who write down, with their own hands, [something which they claim to be] divine writ, and then say, ""This is from God,"" in order to acquire a trifling gain thereby; woe, then, unto them for what their hands have written, and woe unto them for all that they may have gained!"
The Cow,2,88,"And they say, ""The fire will most certainly not touch us for more than a limited number of days."" Say [unto them]: ""Have you received a promise from God – for God never breaks His promise – or do you attribute to God something which you cannot know?"""
The Cow,2,89,"Yea! Those who earn evil and by their sinfulness are engulfed – they are destined for the fire, therein to abide;"
The Cow,2,90,"whereas those who attain to faith and do righteous deeds – they are destined for paradise, therein to abide."
The Cow,2,91,"AND LO! We accepted this solemn pledge from [you,] the children of Israel: ""You shall worship none but God; and you shall do good unto your parents and kinsfolk, and the orphans, and the poor; and you shall speak unto all people in a kindly way; and you shall be constant in prayer; and you shall spend in charity."""
The Cow,2,92,"And yet, save for a few of you, you turned away: for you are obstinate folk!"
The Cow,2,93,"And lo! We accepted your solemn pledge that you would not shed one another’s blood, and would not drive one another from your homelands – whereupon you acknowledged it; and thereto you bear witness [even now]."
The Cow,2,94,"And yet, it is you who slay one another and drive some of your own people from their homelands, aiding one another against them in sin and hatred; but if they come to you as captives, you ransom them – although the very [act of] driving them away has been made unlawful to you!"
The Cow,2,95,"Do you, then, believe in some parts of the divine writ and deny the truth of other parts? What, then, could be the reward of those among you who do such things but ignominy in the life of this world and, on the Day of Resurrection, commitment to most grievous suffering? For God is not unmindful of what you do."
The Cow,2,96,"All who buy the life of this world at the price of the life to come – their suffering shall not be lightened, nor shall they be succoured!"
The Cow,2,97,"For, indeed, We vouchsafed unto Moses the divine writ and caused apostle after apostle to follow him; and We vouchsafed unto Jesus, the son of Mary, all evidence of the truth, and strengthened him with holy inspiration. [Yet] is it not so that every time an apostle came unto you with something that was not to your liking, you gloried in your arrogance, and to some of them you gave the lie, while others you would slay?"
The Cow,2,98,"But they say, ""Our hearts are already full of knowledge."" Nay, but God has rejected them because of their refusal to acknowledge the truth: for, few are the things in which they believe."
The Cow,2,99,"And whenever there came unto them a [new] revelation from God, confirming the truth already in their possession – and [bear in mind that] aforetime they used to pray for victory over those who were bent on denying the truth – whenever there came unto them something which they recognized [as the truth], they would deny it. And God’s rejection is the due of all who deny the truth."
The Cow,2,100,"Vile is that [false pride] for which they have sold their own selves by denying the truth of what God has bestowed from on high, out of envy that God should bestow aught of His favour upon whomsoever He wills of His servants: and thus have they earned the burden of God’s condemnation, over and over. And for those who deny the truth there is shameful suffering in store."
The Cow,2,101,"For when they are told, ""Believe in what God has bestowed from on high,"" they reply, ""We believe [only] in what has been bestowed on us"" – and they deny the truth of everything else, although it be a truth confirming the one already in their possession."
The Cow,2,102,"Say: ""Why, then, did you slay God’s prophets aforetime, if you were [truly] believers?"""
The Cow,2,103,"And indeed, there came unto you Moses with all evidence of the truth – and thereupon, in his absence, you took to worshipping the [golden] calf, and acted wickedly."
The Cow,2,104,"And, lo, We accepted your solemn pledge, raising Mount Sinai high above you, [saying,] ""Hold fast with [all your] strength unto what We have vouchsafed you, and hearken unto it!"""
The Cow,2,105,"Say: ""Vile is what this [false] belief of yours enjoins upon you – if indeed you are believers!"""
The Cow,2,106,"Say: ""If an afterlife with God is to be for you alone, to the exclusion of all other people, then you should long for death – if what you say is true!"""
The Cow,2,107,"But never will they long for it, because [they are aware] of what their hands have sent ahead in this world: and God has full knowledge of evildoers."
The Cow,2,108,"And thou wilt most certainly find that they cling to life more eagerly than any other people, even more than those who are bent on ascribing divinity to other beings beside God: every one of them would love to live a thousand years, although the grant of long life could not save him from suffering [in the hereafter]: for God sees all that they do."
The Cow,2,109,"SAY [O Prophet]: ""Whosoever is an enemy of Gabriel"" – who, verily, by God’s leave, has brought down upon thy heart this [divine writ] which confirms the truth of whatever there still remains [of earlier revelations], and is a guidance and a glad tiding for the believers –"
The Cow,2,110,"""whosoever is an enemy of God and His angels and His message-bearers, including Gabriel and Michael, [should know that,] verily, God is the enemy of all who deny the truth."""
The Cow,2,111,For clear messages indeed have We bestowed upon thee from on high; and none denies their truth save the iniquitous.
The Cow,2,112,"Is it not so that every time they made a promise [unto God], some of them cast it aside? Nay, indeed: most of them do not believe."
The Cow,2,113,"And [even now,] when there has come unto them an apostle from God, confirming the truth already in their possession, some of those who were granted revelation aforetime cast the divine writ behind their backs as though unaware [of what it says],"
The Cow,2,114,"and follow [instead] that which the evil ones used to practice during Solomon’s reign – for it was not Solomon who denied the truth, but those evil ones denied it by teaching people sorcery – and [they follow] that which has come down through the two angels in Babylon, Hārūt and Mārūt – although these two never taught it to anyone without first declaring, ""We are but a temptation to evil: do not, then, deny [God’s] truth!"" And they learn from these two how to create discord between a man and his wife; but whereas they can harm none thereby save by God’s leave, they acquire a knowledge that only harms themselves and does not benefit them – although they know, indeed, that he who acquires this [knowledge] shall have no share in the good of the life to come. For vile indeed is that [art] for which they have sold their own selves – had they but known it!"
The Cow,2,115,"And had they but believed and been conscious of Him, reward from God would indeed have brought them good – had they but known it!"
The Cow,2,116,"O YOU who have attained to faith! Do not say [to the Prophet], ""Listen to us,"" but rather say, ""Have patience with us,"" and hearken [unto him], since grievous suffering awaits those who deny the truth."
The Cow,2,117,"Neither those from among the followers of earlier revelation who are bent on denying the truth, nor those who ascribe divinity to other beings beside God, would like to see any good ever bestowed upon you from on high by your Sustainer; but God singles out for His grace whom He wills – for God is limitless in His great bounty."
The Cow,2,118,Any message which We annul or consign to oblivion We replace with a better or a similar one. Dost thou not know that God has the power to will anything?
The Cow,2,119,"Dost thou not know that God’s is the dominion over the heavens and the earth, and that besides God you have none to protect you or bring you succour?"
The Cow,2,120,"Would you, perchance, ask of the Apostle who has been sent unto you what was asked aforetime of Moses? But whoever chooses to deny the [evidence of the] truth, instead of believing in it, has already strayed from the right path."
The Cow,2,121,"Out of their selfish envy, many among the followers of earlier revelation would like to bring you back to denying the truth after you have attained to faith – [even] after the truth has become clear unto them. None the less, forgive and forbear, until God shall make manifest His will: behold, God has the power to will anything."
The Cow,2,122,"And be constant in prayer, and render the purifying dues; for whatever good deed you send ahead for your own selves, you shall find it with God: behold, God sees all that you do."
The Cow,2,123,"AND THEY claim, ""None shall ever enter paradise unless he be a Jew"" – or, ""a Christian."" Such are their wishful beliefs! Say: ""Produce an evidence for what you are claiming, if what you say is true!"""
The Cow,2,124,"Yea, indeed: everyone who surrenders his whole being unto God, and is a doer of good withal, shall have his reward with his Sustainer; and all such need have no fear, and neither shall they grieve."
The Cow,2,125,"Furthermore, the Jews assert, ""The Christians have no valid ground for their beliefs,"" while the Christians assert, ""The Jews have no valid ground for their beliefs"" – and both quote the divine writ! Even thus, like unto what they say, have [always] spoken those who were devoid of knowledge; but it is God who will judge between them on Resurrection Day with regard to all on which they were wont to differ."
The Cow,2,126,"Hence, who could be more wicked than those who bar the mention of God’s name from [any of] His houses of worship and strive for their ruin, [although] they have no right to enter them save in fear [of God]? For them, in this world, there is ignominy in store; and for them, in the life to come, awesome suffering."
The Cow,2,127,"And God’s is the east and the west: and wherever you turn, there is God’s countenance. Behold, God is infinite, all-knowing."
The Cow,2,128,"And yet some people assert, ""God has taken unto Himself a son!"" Limitless is He in His glory! Nay, but His is all that is in the heavens and on earth; all things devoutly obey His will."
The Cow,2,129,"The Originator is He of the heavens and the earth: and when He wills a thing to be, He but says unto it, ""Be"" – and it is."
The Cow,2,130,"AND [only] those who are devoid of knowledge say, ""Why does God not speak unto us, nor is a [miraculous] sign shown to us?"" Even thus, like unto what they say, spoke those who lived before their time: their hearts are all alike. Indeed, We have made all the signs manifest unto people who are endowed with inner certainty."
The Cow,2,131,"Verily, We have sent thee [O Prophet] with the truth, as a bearer of glad tidings and a warner: and thou shalt not be held accountable for those who are destined for the blazing fire."
The Cow,2,132,"For never will the Jews be pleased with thee, nor yet the Christians, unless thou follow their own creeds. Say: ""Behold, God’s guidance is the only true guidance."""
The Cow,2,133,"And, indeed, if thou shouldst follow their errant views after all the knowledge that has come unto thee, thou wouldst have none to protect thee from God, and none to bring thee succour."
The Cow,2,134,"Those unto whom We have vouchsafed the divine writ [and who] follow it as it ought to be followed – it is they who [truly] believe in it; whereas all who choose to deny its truth – it is they, they who are the losers!"
The Cow,2,135,"O CHILDREN of Israel! Remember those blessings of Mine with which I graced you, and how I favoured you above all other people;"
The Cow,2,136,"and remain conscious of [the coming of] a Day when no human being shall in the least avail another, nor shall ransom be accepted from any of them, nor shall intercession be of any use to them, and none shall be succoured."
The Cow,2,137,"And [remember this:] when his Sustainer tried Abraham by [His] commandments and the latter fulfilled them, He said: ""Behold, I shall make thee a leader of men."""
The Cow,2,138,"Abraham asked: ""And [wilt Thou make leaders] of my offspring as well?"""
The Cow,2,139,"AND LO! We made the Temple a goal to which people might repair again and again, and a sanctuary: take, then, the place whereon Abraham once stood as your place of prayer."
The Cow,2,140,"And thus did We command Abraham and Ishmael: ""Purify My Temple for those who will walk around it, and those who will abide near it in meditation, and those who will bow down and prostrate themselves [in prayer]."""
The Cow,2,141,"And, lo, Abraham prayed: ""O my Sustainer! Make this a land secure, and grant its people fruitful sustenance – such of them as believe in God and the Last Day."""
The Cow,2,142,"And when Abraham and Ishmael were raising the foundations of the Temple, [they prayed:] ""O our Sustainer! Accept Thou this from us: for, verily, Thou alone art all-hearing, all-knowing!"
The Cow,2,143,"""O our Sustainer! Make us surrender ourselves unto Thee, and make out of our offspring a community that shall surrender itself unto Thee, and show us our ways of worship, and accept our repentance: for, verily, Thou alone art the Acceptor of Repentance, the Dispenser of Grace!"
The Cow,2,144,"""O our Sustainer! Raise up from the midst of our offspring an apostle from among themselves, who shall convey unto them Thy messages, and impart unto them revelation as well as wisdom, and cause them to grow in purity: for, verily, Thou alone art almighty, truly wise!"""
The Cow,2,145,"And who, unless he be weak of mind, would want to abandon Abraham’s creed, seeing that We have indeed raised him high in this world, and that, verily, in the life to come he shall be among the righteous?"
The Cow,2,146,"When his Sustainer said to him, ""Surrender thyself unto Me!"" – he answered, ""I have surrendered myself unto [Thee,] the Sustainer of all the worlds."""
The Cow,2,147,"And this very thing did Abraham bequeath unto his children, and [so did] Jacob: ""O my children! Behold, God has granted you the purest faith; so do not allow death to overtake you ere you have surrendered yourselves unto Him."""
The Cow,2,148,"Nay, but you [yourselves, O children of Israel,] bear witness that when death was approaching Jacob, he said unto his sons: ""Whom will you worship after I am gone?"""
The Cow,2,149,"They answered: ""We will worship thy God, the God of thy forefathers Abraham and Ishmael and Isaac, the One God; and unto Him will we surrender ourselves."""
The Cow,2,150,"Now those people have passed away; unto them shall be accounted what they have earned, and unto you, what you have earned; and you will not be judged on the strength of what they did."
The Cow,2,151,"AND THEY say, ""Be Jews"" – or, ""Christians"" – ""and you shall be on the right path."" Say: ""Nay, but [ours is] the creed of Abraham, who turned away from all that is false, and was not of those who ascribe divinity to aught beside God."""
The Cow,2,152,"Say: ""We believe in God, and in that which has been bestowed from on high upon us, and that which has been bestowed upon Abraham and Ishmael and Isaac and Jacob and their descendants, and that which has been vouchsafed to Moses and Jesus, and that which has been vouchsafed to all the [other] prophets by their Sustainer: we make no distinction between any of them. And it is unto Him that we surrender ourselves."""
The Cow,2,153,"And if [others] come to believe in the way you believe, they will indeed find themselves on the right path; and if they turn away, it is but they who will be deeply in the wrong, and God will protect thee from them: for He alone is all-hearing, all-knowing."
The Cow,2,154,"Say [to the Jews and the Christians]: ""Do you argue with us about God? But He is our Sustainer as well as your Sustainer – and unto us shall be accounted our deeds, and unto you, your deeds; and it is unto Him alone that we devote ourselves."
The Cow,2,155,"""Do you claim that Abraham and Ishmael and Isaac and Jacob and their descendants were ‘Jews’ or ‘Christians’?"" Say: ""Do you know more than God does? And who could be more wicked than he who suppresses a testimony given to him by God? Yet God is not unmindful of what you do."
The Cow,2,156,"""Now those people have passed away; unto them shall be accounted what they have earned, and unto you, what you have earned; and you will not be judged on the strength of what they did."""
The Cow,2,157,"THE WEAK-MINDED among people will say, ""What has turned them away from the direction of prayer which they have hitherto observed?"""
The Cow,2,158,"Say: ""God’s is the east and the west; He guides whom He wills onto a straight way."""
The Cow,2,159,"And thus have We willed you to be a community of the middle way, so that [with your lives] you might bear witness to the truth before all mankind, and that the Apostle might bear witness to it before you."
The Cow,2,160,"And it is only to the end that We might make a clear distinction between those who follow the Apostle and those who turn about on their heels that We have appointed [for this community] the direction of prayer which thou [O Prophet] hast formerly observed: for this was indeed a hard test for all but those whom God has guided aright. But God will surely not lose sight of your faith – for, behold, God is most compassionate towards man, a dispenser of grace."
The Cow,2,161,"We have seen thee [O Prophet] often turn thy face towards heaven [for guidance]: and now We shall indeed make thee turn in prayer in a direction which will fulfil thy desire. Turn, then, thy face towards the Inviolable House of Worship; and wherever you all may be, turn your faces towards it [in prayer]."
The Cow,2,162,"And, verily, those who have been vouchsafed revelation aforetime know well that this [commandment] comes in truth from their Sustainer; and God is not unaware of what they do."
The Cow,2,163,"And yet, even if thou wert to place all evidence before those who have been vouchsafed earlier revelation, they would not follow thy direction of prayer; and neither mayest thou follow their direction of prayer, nor even do they follow one another’s direction. And if thou shouldst follow their errant views after all the knowledge that has come unto thee, thou wouldst surely be among the evildoers."
The Cow,2,164,"They unto whom We have vouchsafed revelation aforetime know it as they know their own children: but, behold, some of them knowingly suppress the truth –"
