title,title_en,volume,author,translator,description,book,chapter,hadees_number,hadees_arabic,hadees_english
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #5,لقاسم وفضالة عن أبان بن عثمان عن الصباح بن سيابه قال: سمعت كلاما يروى عن النبي (ص) أنه قال: السعيد من سعد في بطن أمه والشقي من شقى في بطن أمه والسعيد من وعظ بغيره وأكيس الكيس التقى وأحمق الحمق الفجور واشر الرواية رواية الكذب وأشر الأمور محدثاتها واشر العمى عمى القلب واشر الندامة حين يحضر أحدكم الموت وأعظم الندامة ندامة يوم القيامة وأعظم الخطأ عند الله لسان كذب و أشر الكسب كسب الربا وشر الاكل اكل مال اليتيم ظلما وأحسن زينة الرجل هدى حسن مع ايمان واملك امره به وقوله خواتمه ومن يبتغي السمعة يسمع الله بن ومن يثق بالدنيا يعجز عنه ومن يعرف البلاء يصبر عليه ومن لا يعرفه ينكل والذنب كفر ومن يستكبر يضعه الله ومن يطع الشيطان يعص الله ومن يعص الله يعذبه ومن يشكره يزده قال قاسم في حديثه: ومن يصبر على الرزية يعقبه الله ومن يتوكل على الله فحسبه الله لا تسخطوا الله برضا أحد من خلقه ولا تقربوا إلى أحد من الخلق يتباعد من الله فان الله ليس بينه وبين أحد من خلقه شئ يعطيه به خيرا أو يدفع عنه سوءا الا بطاعته وان طاعة الله نجاح من كل خير يبتغي ونجاة من كل شر يتقى وأن الله يعصم من أطعه ولا يعصم من عصاه ولا يجد الهارب من الله مهربا وأن أمر الله نازل على حاله ولو كره الخلايق وكل ما هو آت قريب ما شاء الله كان وما لم يشاء لم يكن تعاونوا على البر والتقوى ولا تعانوا على الاثم العدوان واتقوا الله ان الله شديد العقاب,"5.Al-Qāsim and Faḍālah narrated from Abān ibn ʿUthmān, from alṢabbāḥ ibn Sayābah who said, “I heard a statement that was attributed to the Prophet (ṣ), that he said, ‘The felicitous is he who was felicitous in the womb of his mother, and the wretched is he who was wretched in the womb of his mother. And the felicitous is he who takes admonition from [the condition of] others. The most sagacious of all is he who is Godwary while the most foolish of all is he who is morally corrupt. The worst of narrations is the false narration, and the worst of affairs are those that are innovated [in religion]. The worst blindness is the blindness of the heart, and the worst regret is when death comes to one of you. The greatest regret is the regret on the Day of Resurrection, and the greatest sin in the sight of Allah is that of a lying tongue. The worst profit is that which is earned through interest, and the worst provision is that which is consumed wrongfully from the wealth of orphans. The best adornment for a man is righteous guidance with faith, through it he acquires control of his affair and ensures a good end [to his worldly life]. He who desires renown, Allah causes him to be disgraced, and whoever relies on this world is let down [and rendered unable to attain what he seeks]. Whoever understands [the reality of] trial remains patient when faced by it, but he who does not understand it recoils [from it]. Sin is disbelief, and whoever acts arrogantly is abased by Allah. Whoever obeys Satan disobeys Allah, and whoever disobeys Allah will be punished by Him. Whoever is grateful He grants him more.” Al-Qāsim said in his narration, “Whoever bears the calamity [that befalls him] patiently, Allah will restore him [to his previous position, or better than that], and whoever puts his trust in Allah, then Allah will suffice him. Do not anger Allah for the sake of pleasing anyone among His creation, and do not [attempt to] get close to anyone among the creatures by distancing yourself from Allah, for verily there is nothing between Allah and any of His creation by which He grants him some good or repels from him something evil except through obedience to Him. Indeed, obedience to Allah is a means of successfully attaining all the good that is sought and deliverance from every evil that is dreaded. Verily Allah protects the one who obeys Him and does not protect the one who disobeys Him; and the fugitive from Allah finds no place to [which he may] escape. Certainly, the decree of Allah will come to pass even if the creatures are averse to it, and everything that approaches is near. Whatever Allah wills happens, and whatever He does not will does not happen. Assist each other in virtue and Godwariness, and do not cooperate in sin and transgression; and be mindful of Allah, indeed Allah is severe in punishment.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #6,لقاسم وفضالة عن ابان عن الحسن الصيقل قال سألت أبا عبد الله عليه السلام من تفكر ساعة خير من قيام ليلة؟ قال: نعم وقال رسول الله صلى الله عليه وآله: تفكر ساعة خير من قيام ليلة قلت: كيف فيتفكر؟ قال: يمر بالخربة وبالدار يتفكر فيقول أين ساكنوك وأين بانوك مالك لا تتكلمين؟,"6.Al-Qāsim and Faḍālah [also] narrated from Abān, from al-Ḥasan alṢayqal who said, “I asked Abā ʿAbdillāh , ‘Is an hour of contemplation better than standing vigil [in worship] at night?’ He replied, ‘Yes. The Messenger of Allah (ṣ) said that an hour of contemplation is better than standing for nightly-worship.’ I asked, ‘How should one contemplate?’ He said, ‘One should pass by ruins and [long abandoned] dwellings and [think to himself]saying, “Where are your inhabitants? Where are those who constructed you? Why do you not respond!?”’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #7,محمد بن أبي عمير عن النضر عن (أبى سيار) ابن سنان عن أبي عبد الله عليه السلام قال: قال رسول الله صلى الله عليه وآله في خطبة: الا أخبركم بخير خلايق الدنيا والآخرة؟: العفو عمن ظلمكم والاحسان إلى من أساء إليك واعطاء من حرمكم وقال رسول الله (ص): في التباغض الحالقة لا أعني حالقة الشعر ولكن أعنى حالقة الدين.,"7.Muḥammad ibn Abī ʿUmayr narrated from al-Naḍr, from Ibn Sinān, from Abū ʿAbdillāh who said, “The Messenger of Allah (ṣ) said in a sermon, ‘Should I not inform you about the best of creation in this world and the Hereafter? [It is] the forgiveness offered to one who wrongs you, the good that is done to one who does you evil, and giving one who deprives you.’ And the Messenger of Allah (ṣ) said, ‘In mutual hatred there is severance. I do not mean the severing of hair [through shaving]; rather, I mean the severance of faith.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #8,فضالة بن أيوب عن عبد الله بن يزيد عن علي بن يعقوب قال: قال لي أبو عبد الله عليه السلام: لا يغرنك الناس من نفسك فان الاجر يصل إليك دونهم ولا تقطع عنك النهار بكذا وكذا فان معك من يحفظ عليك ولا تستقل قليل الخير فإنك تراه غدا بحيث يسرك ولا تستقل قليل الشر فإنك تراه غدا بحيث يسؤك وأحسن فانى لم أر شيئا أشد طلبا ولا أسرع دركا من حسنة لذنب قديم ان الله تبارك وتعالى يقول: إن الحسنات يذهبن السيئات ذلك ذكرى للذاكرين.,"8.Faḍālah ibn Ayyūb narrated from ʿAbdullāh ibn Yazīd, from ʿAlī ibn Yaʿqūb who said, “Abū ʿAbdillāh said to me, ‘Let people not delude you from yourself, for verily recompense [for your deeds] will reach you, not them. And let your day not be spent on this and that [which is of no benefit], for indeed with you is one who records your deeds. And do not consider the little good [you do] to be insignificant, for indeed you will see it tomorrow in a way that will please you. And do not consider the little evil [you do] to be insignificant, for indeed you will see it tomorrow in a manner that will displease you. And do good [to others], for I have not seen anything more intense in seeking out, nor quicker in catching up with, an old sin [and effacing it] than a good deed. Indeed Allah, the Blessed and Exalted, says: Verily good deeds wipe out evil deeds. That is a reminder for the mindful. (Q11:114)”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #9,عثمان بن عيسى عن سماعة قال: سمعت أبا عبد الله عليه السلام يقول لرجل: مالكم تسوؤن برسول الله صلى الله عليه وآله؟ فقال له الرجل: جعلت فداك وكيف نسوؤه؟ فقال: أما تعلمون ان أعمالكم تعرض عليه فإذا رأى فيها معصية لله سائه ذلك فلا تسوؤا برسول الله صلى الله عليه وآله وسروه.,"9.ʿUthmān ibn ʿĪsā narrated from Samāʿah who said, “I heard Abā ʿAbdillāh saying to a man, ‘Why is it that you hurt the Messenger of Allah (ṣ)?’ So the man said to him, ‘May I be your ransom! How do we hurt him?’ He said, ‘Do you not know that your actions are presented to him? So when he sees that they contain [acts of] disobedience to Allah, that hurts him. Do not hurt the Messenger of Allah (ṣ) and please him [instead (by your good deeds)].’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #10,عثمان بن عيسى عن سماعة قال: سمعت أبا الحسن موسى عليه السلام يقول لا تستكثروا كثير الخير ولا تستقلوا قليل الذنوب فان قليل الذنوب تجتمع حتى يصير كثيرا وخافوا الله في السر والعلانية حتى تعطوا من أنفسكم النصف وسارعوا إلى طاعة الله واصدقوا الحديث وأدوا الأمانة فان ذلك لكم ولا تظلموا ولا تدخلوا فيما لا يحل لكم فإنما ذلك عليكم.,"10.ʿUthmān ibn ʿĪsā narrated from Samāʿah who said, “I heard Abā alḤasan Mūsā saying, ‘Do not consider [your] many good deeds as abundant, and do not consider [your] few sins as paltry, for verily sins that are few keep accumulating until they become many. And fear Allah in [both] private and public, until you behave in a fair manner [with others]. Hasten towards the obedience of Allah, be truthful in speech, and fulfil the trust [that is entrusted to you], for indeed this is for your own benefit. Do not oppress [anyone] and do not enter into that which is impermissible for you, as that is to your detriment.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #11,الحسن بن محبوب عن علي بن رئاب عن أبي عبد الله عليه السلام قال: من أحب لله ومن أبغض لله وأعطى لله فهو ممن كمل إيمانه.,"11.Al-Ḥasan ibn Maḥbūb narrated from ʿAlī ibn Riʾāb, from Abū ʿAbdillāh who said, “Whoever loves for the sake of Allah, hates for the sake of Allah, and gives for the sake of Allah, is among those whose faith is complete.”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #12,وعنه عليه السلام قال: من أوثق عرى الايمان أن تحب لله وتبغض لله وتعطى في الله وتمنع في الله,"12.Also [narrated] from him , that he said, “Among the firmest handles of faith are that you love for Allah, hate for Allah, give for Allah, and withhold for Allah.”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #13,النضر بن سويد عن زرعة عن أبي بصير قال: سألت أبا عبد الله عليه السلام عن قول الله تعالى: قوا أنفسكم وأهليكم نارا وقودها الناس والحجارة فقلت: هذه نفسي أقيها فكيف أقي أهلي؟ فقال: تأمرهم بما أمر الله به وتنهاهم عما نهاهم الله عنه فان أطاعوك كنت قد وقيتهم وان عصوك كنت قد قضيت ما كان عليك.,"13.Al-Naḍr ibn Suwayd narrated from Zurʿah, from Abū Baṣīr who said, “I asked Abā ʿAbdillāh about the verse wherein Allah, the Exalted, says: Guard yourselves and your families from a Fire whose fuel is humans and stones (Q66:6), and said, ‘This is my soul that I am guarding, but how should I guard my family?’ He replied, ‘By instructing them to do as Allah has commanded, and forbidding them from what Allah has forbidden. Then if they obey you, you will have guarded them [from it], but if they disobey you, you will have fulfilled your responsibility.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #14,النضر بن سويد عن حسن عن أبي بصير قال: سألت أبا عبد الله عليه السلام عن قول الله عز وجل: اتقوا الله حق تقاته، فقال: يطاع فلا يعصى ويذكر فلا ينسى ويشكر فلا يكفر.,"14.Al-Naḍr ibn Suwayd narrated from Ḥasan, from Abū Baṣīr who said, “I asked Abā ʿAbdillāh about the verse wherein Allah, to Whom belong might and majesty, says: Be mindful of Allah in the manner which He deserves (Q3:102), so he said, ‘He is to be obeyed and never disobeyed, remembered and never forgotten, thanked and never shown ingratitude.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #15,النظر بن سويد عن درست عن أبي سلمة عن أبي يعقوب قال: قال أبو عبد الله عليه السلام: ثلاثة لا يطيقهن الناس: الصفح عن الناس ومواساة الرجل في ماله وذكر الله كثيرا قال ابن أبي (أبو) يعقوب قال أبو عبد الله عليه السلام من وصف عدل وخالفه إلى غيره كان عليه حسرة يوم القيامة.,"15.Al-Naḍr ibn Suwayd narrated from Durust, from Abū Salamah, from Abū Yaʿqūb who said, “Abū ʿAbdillāh said, ‘Three things are such that people cannot [easily] bear them: pardoning [the wrongs of] others, assisting someone [else] with one’s wealth, and remembering Allah often.’” Ibn Abī Yaʿqūb said, “Abū ʿAbdillāh said, ‘Whoever speaks regarding [a matter pertaining to] justice yet goes against it [himself] to something else, he shall be burdened with [great] regret on the Day of Resurrection.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #16,(عن) النضر عن إبراهيم بن عبد الحميد عن زيد الشحام قال: سمعت أبا عبد الله عليه السلام يقول: احذروا سطوات الله بالليل والنهار، فقلت: وما سطوات الله؟ قال: أخذه على المعاصي.,"16.It is narrated from al-Naḍr, from Ibrāhīm ibn ʿAbd al-Ḥamīd, from Zayd al-Shaḥḥām who said, “I heard Abā ʿAbdillāh say, ‘Beware of the violent strikes of Allah by night and by day.’ So I asked, ‘What are the violent strikes of Allah?’ He said, ‘His punishment for [your] sins.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #17,الحسن بن محبوب عن أبي حمزة الثمالي قال: سمعت علي بن الحسين عليهما السلام يقول: من عمل بما فرض الله عليه فهو من خير الناس ومن اجتنبت ما حرم الله عليه فهو من أعبد الناس ومن قنع بما قسم الله له فهو من أغنى الناس.,"17.Al-Ḥasan ibn Maḥbūb narrated from Abū Ḥamzah al-Thumālī who said, “ʿAlī ibn al-Ḥusayn said, ‘One who acts upon what Allah has made obligatory on him, he is among the best of people; and whoever eschews what Allah has forbidden him, he is among the most devoted of people; and whoever is content with what Allah has allotted for him, he is among the richest of people.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,Chapter 2 | On Etiquette and Encouraging Others to do Good,Ḥadīth #18,علي بن النعمان عن ابن مسكان عن داود فن فرقد عن أبي شيبة الزهري عن أحدهما عليهما السلام أنه قال: ويل لمن لا يدين الله بالامر بالمعروف والنهى عن المنكر قال: ومن قال: لا إله إلا الله فلن يلج ملكوت السماء حتى يتم قوله بعمل صالح ولا دين لمن دان الله بغير امام عادل ولا دين لمن دان الله بطاعة ظالم وقال: كل قوم ألهاهم التكاثر حتى زار والمقابر قال ومن أحسن ولم يسئ خير ممن أحسن وأساء ومن أحسن وأساء خير ممن أساء ولم يحسن وقال: الوقوف عند الشبهة خير من الاقتحام في الهلكة.,"18.ʿAlī ibn al-Nuʿmān narrated from Ibn Muskān, from Dāwūd ibn Farqad, from Abū Shaybah al-Zuhrī, from one of the two [Imams] who said, “Woe be to the one who does not obey Allah through enjoining good and forbidding evil.” He [further] said, “Whoever says ‘There is no god but Allah’ will never go through the heavenly realms until his statement is complemented with righteous action. And one who submits to Allah without following a just Imām has no religion; and one who submits to Allah yet obeys an unjust person has no religion.” He [also] said, “All communities were deluded by seeking more [of this world than others], until they visited the graves.” He [further] said, “One who does good and does not sin is better than one who does good and [also] sins. And one who does good and sins is better than one who [only] sins and does no good.” And he said, “Stopping when in doubt is better than plunging into destruction.”"
