Name,Surah,Ayat,Verse
The Cow,2,22,"He Who assigned to you the earth for a couch and heaven for an edifice; and sent down from the heaven water, wherewith He brought forth fruits for your provision; so set not up compeers to God, while you know."
The Cow,2,23,"And if you are in doubt concerning what We have revealed to Our servant, then bring a sūra like it; and call your witnesses besides God if you are truthful."
The Cow,2,24,"And if you do not and you will not, then fear the Fire, whose fuel is men, and stones, prepared for disbelievers."
The Cow,2,25,"And give good tidings to those who believe and perform righteous deeds that theirs shall be Gardens underneath which rivers run; whensoever they are provided with fruits therefrom, they shall say, 'This is what we were provided with before'; they shall be given it in perfect semblance; and there for them shall be spouses purified; therein they shall abide."
The Cow,2,26,"God is not ashamed to strike a similitude even of a gnat, or anything above it; as for the believers, they know it is the truth from their Lord; but as for disbelievers, they say, 'What did God desire by this for a similitude?' Thereby, He leads many astray and thereby He guides many; and thereby He leads none astray except the wicked."
The Cow,2,27,"Those such as break the covenant of God after its solemn binding, and such as cut what God has commanded should be joined; and such as do corruption in the land - they shall be the losers."
The Cow,2,28,"How do you disbelieve in God, when you were dead, and He gave you life; then He shall make you dead, then He shall give you life, then to Him you shall be returned!"
The Cow,2,29,He it is Who created for you all that is in the earth; then He turned to heaven and levelled them seven heavens and He has knowledge of all things.
The Cow,2,30,"And when your Lord said to the angels, 'I am appointing on earth a vicegerent', they said, 'What, will You appoint therein one who will do corruption therein and shed blood, while we glorify You with praise and sanctify You?'; He said, 'Assuredly, I know what you know not'."
The Cow,2,31,"And He taught Adam the names, all of them; then He presented them to the angels and said, 'Now tell Me the names of these if you speak truly'."
The Cow,2,32,"They said, 'Glory be to You! We know not except what You have taught us. Surely You are the Knower, Wise'."
The Cow,2,33,"He said, 'Adam, tell them their names'; And when he had told them their names He said, 'Did I not tell you that I know the Unseen in the heavens and the earth?, And I know what you reveal and what you were hiding."
The Cow,2,34,"And when We said to the angels, ‘Prostrate yourselves to Adam; so they prostrated themselves, except Iblīs, he refused and disdained; and so he became one of the disbelievers."
The Cow,2,35,"And We said, 'Adam, dwell and your wife in the Garden and eat thereof easefully where you desire; but do not come near this tree lest you be evildoers'."
The Cow,2,36,"Then Satan caused them to slip therefrom and brought them out of what they were in and We said, 'Go down some of you an enemy to the other; and in the earth a dwelling shall be yours, and enjoyment for a while'."
The Cow,2,37,"Thereafter Adam received certain words from his Lord and He relented to him; truly He is the Relenting, the Merciful."
The Cow,2,38,"We said, 'Go down from it all together, yet there shall come to you from Me guidance, and whoever follows My guidance, no fear shall befall them, neither shall they grieve."
The Cow,2,39,"As for the disbelievers who deny Our signs, those shall be the inhabitants of the Fire, abiding therein'."
The Cow,2,40,"O Children of Israel, remember My favour wherewith I favoured you; and fulfil My covenant, and I shall fulfil your covenant; and have awe of Me."
The Cow,2,41,"And believe in what I have revealed, confirming that which is with you; and be not the first to disbelieve in it. And do not sell My signs for a small price; and fear Me."
The Cow,2,42,And do not obscure the truth with falsehood; and do not conceal the truth wittingly.
The Cow,2,43,"And establish prayer, and pay the alms, and bow with those that bow."
The Cow,2,44,"Will you bid others to piety and forget yourselves, while you recite the Book? Do you not understand?"
The Cow,2,45,"Seek help in patience and prayer. For it is grievous, except to the humble,"
The Cow,2,46,"who reckon that they shall meet their Lord, and that to Him they are returning."
The Cow,2,47,"O Children of Israel, remember My favour wherewith I favoured you, and that I have preferred you above all the worlds;"
The Cow,2,48,"and fear the day when no soul for another shall give satisfaction, and no intercession shall be accepted from it; nor any compensation be taken, neither shall they be helped."
The Cow,2,49,"And when We delivered you from the folk of Pharaoh who were visiting you with evil chastisement, slaughtering your sons, and sparing your women; and for you therein was a tremendous trial from your Lord."
The Cow,2,50,"And when We divided for you the sea, and We delivered you, and drowned Pharaoh's folk, while you were beholding."
The Cow,2,51,"And when We appointed for Moses forty nights, then you took to yourselves the Calf after him, and you were evildoers."
The Cow,2,52,Then We pardoned you after that so that you might be thankful.
The Cow,2,53,"And when We gave to Moses the Scripture and the Criterion, so that you might be guided,"
The Cow,2,54,"And when Moses said to his people, 'My people, you have done wrong against yourselves by your taking the [golden] calf; now turn to your Creator and slay one another; That, will be better for you in your Creator's sight'; He will turn to you [relenting]; truly He is the Relenting, the Merciful."
The Cow,2,55,"And when you said, 'O Moses, we will not believe you till we see God openly'; and the thunderbolt took you, while you were beholding."
The Cow,2,56,"Then We raised you up after you were dead, so that you might be thankful."
The Cow,2,57,"And We made the cloud overshadow you; and We sent down upon you manna and quails: 'Eat of the good things We have provided for you'; And they did not wrong Us, but themselves they wronged."
The Cow,2,58,"And when We said, 'Enter this city, and eat freely therein wherever you will, and enter it at the gate prostrating, and say, 'exoneration', and We shall forgive you your transgressions and We shall give more to those who are virtuous'."
The Cow,2,59,Then the evildoers substituted a saying other than that which had been said to them; so We sent down upon the evildoers wrath from the heaven for their wickedness.
The Cow,2,60,"And when Moses sought water for his people, We said, 'Strike with your staff the rock, and there exploded from it twelve fountains, each people came to know their drinking-place, 'Eat and drink of that which God has provided, and do not be degenerate in the earth, seeking corruption'."
The Cow,2,61,"And when you said, 'Moses, we will not endure one sort of food; pray to your Lord for us, that He may bring forth for us of what the earth produces - green herbs, cucumbers, garlic, lentils, onions'; He said, 'Would you exchange what is better with what is lowlier?' 'Go down to a city, you shall have what you demanded'; And abasement, and wretchedness were cast upon them, and they incurred God's wrath; that was because they used to disbelieve the signs of God and slay prophets without right; that was because they disobeyed, and they were transgressors"
The Cow,2,62,"Surely those who believe, and those of Jewry, and the Christians, and the Sabaeans, whoever believes in God and the Last Day, and performs righteous deeds - their wage is with their Lord, and no fear shall befall them, neither shall they grieve."
The Cow,2,63,"And when We made a covenant with you, and We raised above you the Mount, 'Take forcefully what We have given you, and remember what is in it so that you might preserve yourselves'."
The Cow,2,64,"Then you turned away thereafter, and but for God's bounty and His mercy towards you, you would have been among the losers."
The Cow,2,65,"And verily you know that there were those among you who transgressed the Sabbath, and We said to them, 'Be apes, despised!'"
The Cow,2,66,"And We made it an exemplary punishment for all the former times and for the latter, and an admonition to such as who fear."
The Cow,2,67,"And when Moses said to his people, 'God commands you to sacrifice a cow', they said, 'Do you take us in mockery?' He said, 'I take refuge with God lest I should be one of the ignorant'."
The Cow,2,68,"They said, 'Pray to your Lord for us, that He may make clear to us what she may be'. He said, 'He says she is a cow neither old, nor virgin, middling between the two; so do what you have been commanded'."
The Cow,2,69,"They said, 'Pray to your Lord for us, that He make clear to us what her colour may be'. He said, 'He says she shall be a golden cow, bright in colour, gladdening to beholders'."
The Cow,2,70,"They said, 'Pray to your Lord for us, that He make clear to us what she may be; the cows are all alike to us; and if God wills, we shall then be guided'."
The Cow,2,71,"He said, 'He says she shall be a cow not broken to plough the earth, or to water the tillage, with no blemish on her'. They said, 'Now you have brought the truth'; and so they sacrificed her, even though they very nearly did not."
The Cow,2,72,"And when you killed a living soul, and disputed thereon - and God disclosed what you were hiding,"
The Cow,2,73,"so We said, 'Smite him with part of it'; God brings to life the dead, and He shows you His signs so that you might understand."
The Cow,2,74,"Then your hearts became hardened thereafter, or even yet harder; for there are stones from which rivers come gushing, and others split so that water issues from them; and others come down in fear of God; And God is not heedless of what you do."
The Cow,2,75,"Are you then so eager that they should believe you, seeing there is a party of them that heard God's word, and then tampered with it, and that, after they had comprehended it knowingly?"
The Cow,2,76,"And when they meet those who believe, they say, 'We believe'; but when they go in private one to another, they say: 'Do you speak to them of what God has disclosed to you, so that they may thereby dispute with you before your Lord? Have you no understanding?'"
The Cow,2,77,Know they not that God knows what they keep secret and what they proclaim?
The Cow,2,78,"And there are some of them that are illiterate, not knowing the Scripture, but only desires and mere conjectures."
The Cow,2,79,"So woe to those who write the Scripture with their hands then say, 'This is from God' that they may sell it for a small price. So woe to them for what their hands have written, and woe to them for their earnings."
The Cow,2,80,"And they say, 'the Fire shall not touch us, save a number of days'. Say, 'Have you taken with God a covenant? God will not fail in His covenant, or say you against God what you do not know?"
The Cow,2,81,"Not so; whoever earns evil and is encompassed by his transgression - those are the inhabitants of the Fire, therein abiding."
The Cow,2,82,"And those who believe and perform righteous deeds - those are the inhabitants of Paradise, therein abiding."
The Cow,2,83,"And when We made a covenant with the Children of Israel: 'You shall not worship any other than God; and to be good to parents, and the near of kin; and to orphans, and to the needy; and speak well to men; and observe prayer and pay the alms', then you turned away; all but a few of you, rejecting."
The Cow,2,84,"And when We made a covenant with you: 'You shall not shed your own blood, neither expel your own from your habitations'. Then you confirmed it, and you bore witness."
The Cow,2,85,"Then there you are killing one another, and expelling a party of you from their habitations, conspiring against them in sin and enmity, and if they come to you as captives, you ransom them; yet their expulsion was forbidden you. What, do you believe in part of the Book, and disbelieve in part? What shall be the requital of those of you who do that, but degradation in the life of this world; and on the Day of Resurrection to be returned to the most terrible of chastisement? And God is not heedless of what you do."
The Cow,2,86,"Those are the ones who have purchased the life of this world at the price of the Hereafter - for them the punishment shall not be lightened, neither shall they be helped."
The Cow,2,87,"And We gave Moses the Scripture, and after him We sent successive messengers, and We gave Jesus son of Mary the clear proofs, and We confirmed him with the Holy Spirit, and whenever there came to you a messenger, with what your souls did not desire, you became arrogant; and some, you called liars, and some you slay?"
The Cow,2,88,"And they say: 'Our hearts are encased'. Nay, but God has cursed them for their unbelief; and little will they believe."
The Cow,2,89,"When there came to them a Book from God, confirming what was with them - and they formerly prayed for victory over the disbelievers; but when there came to them what they recognised, they disbelieved in it; and the curse of God is on the disbelievers."
The Cow,2,90,"Evil is that for which they sell their souls; that they disbelieve in that which God has revealed, grudging that God should reveal of His bounty to whomever He will of His servants; and they were laden with anger upon anger; and for the disbelievers there shall be a humiliating chastisement."
The Cow,2,91,"And when it was said to them, 'Believe in what God has revealed, they said, 'We believe in what was revealed to us', and they disbelieve in what is beyond that; yet it is the truth, confirming what is with them. Say: 'Why then were you slaying the prophets of God formerly, if you were believers?'"
The Cow,2,92,"And Moses came to you with clear proofs; then you took to yourselves the calf after him, and you were evildoers."
The Cow,2,93,"And when We made a covenant with you, and raised over you the Mount, 'Take forcefully what We have given you, and listen', they said, 'We hear and disobey'; and they were made to drink the calf in their hearts on account of their unbelief. Say: 'Evil is that which your belief enjoins on you, if you are believers'."
The Cow,2,94,"Say: 'If the Abode of the Hereafter with God is purely yours, and not for other people, then long for death - if you speak truly'."
The Cow,2,95,"But they will never long for it, because of that which their own hands have sent before them. God knows the evildoers."
The Cow,2,96,"And you shall find them the people most covetous of life, and the idolaters; any one of them would love that he might be given life for a thousand years; yet, his being given life shall not budge him from the chastisement. God sees what they do."
The Cow,2,97,"Say: 'Whoever is an enemy to Gabriel - he it was that brought it down upon your heart by the leave of God, confirming what was before it, a guidance, and good tidings for the believers."
The Cow,2,98,"Whoever is an enemy to God and His angels and His messengers, and Gabriel and Michael - then surely God is an enemy to the disbelievers'."
The Cow,2,99,And We have revealed to you clear proofs; and none disbelieves in them except the wicked.
The Cow,2,100,"Why, whenever they make a covenant, does a party of them reject it? Nay, but most of them are disbelievers."
The Cow,2,101,"When there came to them a messenger from God, confirming what was with them, a party of them who were given the Scripture have cast away the Scripture of God behind their backs, as though they did not know."
The Cow,2,102,"And they follow what the devils used to relate Solomon’s kingdom: Solomon disbelieved not, but the devils disbelieved, teaching the people sorcery; and that which was revealed to the two angels in Babylon — Hārūt and Mārūt. They taught not any man, without them saying, ‘We are but a temptation; do not disbelieve’. From them they learned how they might cause division between a man and his wife, yet they did not hurt any man thereby save by the leave of God; and they learned what hurt them, and did not profit them. And surely they knew well that whoever buys it, he shall have no share in the Hereafter; evil then would have been that they sold themselves for, if they had but known."
The Cow,2,103,"Yet if only they had believed, and been fearful, verily, a reward from God would have been better, if they had but known."
The Cow,2,104,"O you who believe, do not say, 'Observe us'; but say, 'Regard us', and give ear; and for disbelievers awaits a painful chastisement."
The Cow,2,105,"Those disbelievers of the People of the Scripture and the idolaters, do not wish that any good should be revealed to you from your Lord, but God singles out for His mercy, whom He will; God is of bounty abounding."
The Cow,2,106,"And whatever verse We abrogate or postpone, We bring [in place] a better, or the like of it; do you not know that God has power over all things?"
The Cow,2,107,"Do you not know that to God belongs the kingdom of the heavens and the earth, and that you have none, besides God, neither protector, nor helper?"
The Cow,2,108,"Or do you desire to question your Messenger as Moses was questioned, aforetime? Whoever exchanges belief for unbelief, has surely strayed from the even way."
The Cow,2,109,"Many of the People of the Scripture long that they might make you disbelievers, after you have believed, from the envy of their own souls, after the truth has become clear to them; yet pardon and be forgiving till God brings His command; truly God has power over all things."
The Cow,2,110,"And perform the prayer, and pay the alms; whatever good you shall offer for your own souls, you shall find it with God; assuredly God sees what you do."
The Cow,2,111,"And they say, 'None shall enter Paradise except those who are Jews or Christians'. Such are their desires. Say, 'Produce your proof if you speak truly'."
The Cow,2,112,"Nay, but, whoever submits his purpose to God, being virtuous, his reward is with his Lord, and no fear shall befall them, neither shall they grieve."
The Cow,2,113,"The Jews say, 'The Christians stand on nothing'; and the Christians say, 'The Jews stand on nothing'; yet they recite the Scripture. Thus, the ignorant say the like of what these say; God shall decide between them on the Day of Resurrection regarding their differences."
The Cow,2,114,"And who does greater evil than he who bars God's places of worship, so that His Name be not invoked in them, and strives to ruin them?; such men might never enter them, save in fear; for them in this world is degradation; and in the Hereafter a mighty chastisement."
The Cow,2,115,"To God belong the East and the West; whithersoever you turn, there is the Face of God. Lo! God is Embracing, Knowing."
The Cow,2,116,"And they say, 'God has taken to Himself a son'; Glory be to Him! Nay, to Him belongs all that is in the heavens and the earth; all obey His will."
The Cow,2,117,"Creator of the heavens and the earth; and when He decrees a thing, He but says to it 'Be', and it is."
The Cow,2,118,"And they, who do not know, say, 'Why does God not speak to us?; Why does a sign not come to us?' So, spoke those before them, the like of what they say; their hearts are much alike. Yet We have made clear the signs to a people who are certain."
The Cow,2,119,"We have sent you with the truth, a bearer of good tidings, and warner. You shall not be asked about the inhabitants of Hell-fire."
The Cow,2,120,"Never will the Jews be pleased with you, neither the Christians, not until you follow their creed, Say: 'God's guidance is the true guidance'. And if you were to follow their whims, after the knowledge that has come to you, you shall have against God neither friend, nor helper."
The Cow,2,121,"Those to whom We have given the Scripture, and who recite it with true recitation, they believe in it; and whoever disbelieves in it, they shall be the losers."
The Cow,2,122,"O Children of Israel, remember My favour wherewith I favoured you, and that I have preferred you over all the worlds."
The Cow,2,123,"And beware of a day when no soul shall for another be requited, and no compensation shall be accepted from it, nor any intercession shall benefit it, neither shall they be helped."
The Cow,2,124,"And when his Lord tested Abraham with certain words, and he fulfilled them, He said: 'I make you a leader for the people'. Said he, 'And of my seed?' He said, 'My covenant shall not reach the evildoers'."
The Cow,2,125,"And when We appointed the House to be a place of visitation for the people, and a sanctuary: 'Take to yourselves Abraham's station for a place of prayer'; and We made a covenant with Abraham and Ishmael: 'Purify My House for those that shall go round it and those that cleave to it, to those who bow and prostrate themselves'."
The Cow,2,126,"And when Abraham said, 'My Lord, make this a land secure and provide its people with fruits; such of them as believe in God and the Last Day', He said, 'And whoever disbelieves, to him I shall give enjoyment, a little, then I shall compel him to the chastisement of the Fire - how evil a journey's end!'"
The Cow,2,127,"And when Abraham raised up the foundations of the House, and Ishmael with him: 'Our Lord! Receive this from us. Truly You are the Hearing, the Knowing."
The Cow,2,128,"Our Lord! And make us submissive to You and, of our seed, a community submissive to You; and show us our holy rites, and relent to us. Surely You are the Relenting, the Merciful."
The Cow,2,129,"Our Lord! And send among them a messenger, one of them, who shall recite to them Your signs, and teach them the Book and Wisdom, and purify them; You are the Mighty, the Wise."
The Cow,2,130,"Who therefore shrinks from the religion of Abraham, except he who fools himself? Indeed We chose him in this world, and in the Hereafter he shall be among the righteous."
The Cow,2,131,"When his Lord said to him, 'Submit', he said, 'I have submitted to the Lord of the Worlds'."
The Cow,2,132,"And Abraham enjoined upon his sons this, and [so did] Jacob, 'My sons, God has chosen for you the [true] religion, see that you die not save in submission."
The Cow,2,133,"Or, were you witnesses when death came to Jacob? When he said to his sons, 'What will you worship after me?' They said, 'We will worship your God and the God of your fathers Abraham and Ishmael and Isaac, One God, to Him we submit'."
The Cow,2,134,"That is a community that has passed away; theirs is what they have earned, and yours is what you have earned; you shall not be asked about what they did."
The Cow,2,135,"And they say, ‘Be Jews or Christians, and you shall be guided’. Say, ‘Nay, rather the creed of Abraham, a hanīf; and he was not of the idolaters’."
The Cow,2,136,"Say: 'We believe in God, and in that which has been revealed to us, and revealed to Abraham, Ishmael, Isaac, Jacob, and the Tribes, and that which was given to Moses, and Jesus, and the prophets, from their Lord, we make no division between any of them, and to Him we submit'."
The Cow,2,137,"And if they believe in the like of what you believe in, then they are truly guided; but if they turn away, then they are clearly in schism; God will suffice you against them; He is the Hearer, the Knower."
The Cow,2,138,The mark of God; and who has a better mark than God? And Him we worship.
The Cow,2,139,"Say: 'Would you then dispute with us concerning God, and He is our Lord and your Lord? Our deeds belong to us, and to you belong your deeds, and to Him we are sincerely devoted'."
The Cow,2,140,"Or do you say: 'Abraham, Ishmael, Isaac and Jacob, and the Tribes - they were Jews, or they were Christians?' Say: 'Have you then greater knowledge, or has God? And who does greater injustice than he who conceals a testimony received from God? And God is not heedless of what you do'."
The Cow,2,141,"That is a community that has passed away; theirs is what they have earned, and yours is what you have earned; you shall not be asked about what they did."
The Cow,2,142,"The fools among the people will say, 'What has turned them from the direction they were facing in their prayers formerly?' Say: 'To God belong the East and the West. He guides whomever He will to a straight path'."
The Cow,2,143,"Thus, We appointed you a midmost community that you might be witnesses to the people; and that the Messenger might be a witness to you, and We did not appoint the direction you were facing, except that We might know, who followed the Messenger from him who turned on his heels - though it were a grave thing, save for those whom God has guided; but God would never cause your faith to be wasted; truly, God is Gentle with people, Merciful."
The Cow,2,144,"We have indeed seen you turning your face about in the heaven; now We will surely turn you to a direction that shall satisfy you. Turn your face towards the Sacred Mosque, and wherever you are turn your faces towards it. Those who have been given the Scripture know that it is the truth from their Lord; God is not heedless of what you do."
The Cow,2,145,"Yet if you should bring to those who have been given the Scripture every sign, they will not follow your direction, and you are not a follower of their direction; neither are they followers of one another's direction. If you were to follow their whims after the knowledge that has come to you, then you will surely be among the evildoers."
The Cow,2,146,"Those to whom We have given the Scripture, they recognise him, as they recognise their sons; even though there is a party of them that conceal the truth, while they know."
The Cow,2,147,The truth comes from your Lord; then be not among the doubters.
The Cow,2,148,"Every person has his direction to which he turns, so vie with one another in good works. Wherever you may be, God will bring you all together; surely God has power over all things."
The Cow,2,149,"From whatever place you issue, turn your face towards the Sacred Mosque; it is the truth from your Lord. God is not heedless of what you do."
The Cow,2,150,"From whatever place you issue, turn your face towards the Sacred Mosque; and wherever you may be, turn your faces towards it, so that there be not any argument from the people against you; excepting the evildoers among them; and do not fear them, but fear Me; and that I may perfect My grace upon you, and that you may be guided."
The Cow,2,151,"As also We have sent among you, of yourselves, a messenger, to recite Our verses to you and to purify you, and to teach you the Book, and wisdom, and to teach you what you knew not."
The Cow,2,152,"So remember Me, I will remember you; and be thankful to Me, and be not ungrateful towards Me."
The Cow,2,153,"O you who believe, seek help through patience and prayer; surely God is with the patient."
The Cow,2,154,And say not of those slain in God's way: 'They are dead'; rather they are living; but you are not aware.
The Cow,2,155,"Surely We will try you with something of fear and hunger, and diminution of goods and lives; yet give good tidings to the patient;"
The Cow,2,156,"those who, when they are struck by an affliction, say, 'Surely we belong to God, and to Him we will return'."
The Cow,2,157,"Upon those rest blessings and mercy from their Lord, and those - they are the truly guided."
The Cow,2,158,"Truly Safā and Marwa are among the waymarks of God, so whoever makes the Pilgrimage to the House, or the Visitation, he would not be at fault, if he circumambulates them; and whoever volunteers good, God is Grateful, Knowing."
The Cow,2,159,"Those who conceal the clear proofs and the guidance that We have revealed after We have shown them clearly in the Scripture - they shall be cursed by God and by the cursers,"
The Cow,2,160,"Except those that repent, and make amends, and show clearly - them I shall turn [relenting; I am the Relenting, the Merciful."
The Cow,2,161,"But those who disbelieve, and die disbelieving - upon them shall be the curse of God and the angels, and of people altogether."
The Cow,2,162,"Abiding therein: the chastisement shall not be lightened for them, no respite shall be given them."
The Cow,2,163,"Your God is One God; there is no god except Him, the Compassionate, the Merciful."
The Cow,2,164,"Surely in the creation of the heavens and the earth, and the alternation of the night and day, and the ships that run in the sea with what profits men, and the water, God sends down from the heaven with which He revives the earth after it is dead, and He scatters abroad in it all manner of crawling thing; and the disposition of the winds, and the clouds compelled between heaven and the earth - surely there are signs for a people who comprehend."
The Cow,2,165,"Yet there be people who take to themselves compeers besides God, loving them as God is loved; but those who believe love God more ardently; If he were to see those who did evil, when they see the chastisement, that the might altogether belongs to God, and that God is terrible in chastisement."
The Cow,2,166,"When those who were followed disown their followers, and they have seen the chastisement, and the cords are cut away before them."
The Cow,2,167,"And those who followed say, 'O, if only we might return again and disown them, as they have disowned us!' So, God shall show them their works, anguish for them! Never shall they exit from the Fire."
The Cow,2,168,"O people, eat of what is in the earth, lawful and wholesome; and follow not the steps of Satan; he is a manifest foe to you;"
The Cow,2,169,"he only commands you to evil and indecency, and that you should speak against God what you do not know."
The Cow,2,170,"And when it is said to them, 'Follow what God has revealed', they say, 'No; but we follow what we found our fathers doing'. What? Even if their fathers do not understand anything, and they were not guided?"
The Cow,2,171,"The likeness of those who disbelieve is as the likeness of one who shouts to that which hears nothing, save a call and a cry; deaf, dumb, blind - they do not comprehend."
The Cow,2,172,"O you who believe, eat of the good things wherewith We have provided you, and give thanks to God if it be Him that you worship."
The Cow,2,173,"He has only forbidden you: carrion, blood, the flesh of swine; what has been hallowed to other than God. Yet whoever is constrained, not desiring, nor transgressing, no sin shall be on him. God is Forgiving, Merciful."
The Cow,2,174,"Those who conceal what God has revealed of the Scripture, and sell it for a little price - they shall consume nothing in their bellies but the Fire; God shall not speak to them on the Day of Resurrection, neither purify them; and theirs is a painful chastisement."
The Cow,2,175,"Those are they that have bought error at the price of guidance, and chastisement at the price of pardon; what makes them so patient for the Fire?"
The Cow,2,176,"That is because God has revealed the Book with the truth; and those that are at variance regarding the Book are in schism, far removed."
The Cow,2,177,"It is not piety, that you turn your faces to the East and to the West. True piety is [that of] the one who believes in God and the Last Day and the angels and the Book and the prophets, and who gives of his substance, however cherished to kinsmen and orphans and the needy and the traveller and beggars, and for slaves, and who observes prayer and pays the alms, and those who fulfil their covenant when they have engaged in a covenant, those who endure with fortitude misfortune, hardship, and peril are the ones who are truthful, and these are the ones who are fearful."
The Cow,2,178,"O you who believe, prescribed for you is retaliation, regarding the slain; a free man, for a free man, and a slave for a slave, and a female for a female. But if anything is pardoned any one in relation to his brother, let the pursuing be honourable. And let the payment to him be with kindliness; that is an alleviation given by your Lord, and a mercy; and for him who commits aggression after that - his is a painful chastisement."
The Cow,2,179,"In retaliation there is life for you, O people of pith, so that you might fear."
The Cow,2,180,"Prescribed for you, when any of you is approached by death and leaves behind some good, is to make testament in favour of his parents and kinsmen honourably - an obligation on those that fear."
The Cow,2,181,"Then if anyone changes it after hearing it, the sin shall rest upon those who change it; surely God is Hearing, Knowing."
The Cow,2,182,"But if any one fears injustice or sin from one making testament, and so makes things right between them, then no sin shall be upon him; surely God is Forgiving, Merciful."
The Cow,2,183,"O you who believe, prescribed for you is the Fast, just as it was prescribed for those that were before you so that you might guard yourselves."
The Cow,2,184,"For days numbered; and if any of you be sick, or be on a journey, then a number of other days; and for those who are able to do it, a redemption: the feeding of a poor man. For him who volunteers good; that is good for him; but that you should fast is better for you, if you but knew."
The Cow,2,185,"The month of Ramadān, wherein the Qur’ān was revealed, a guidance for the people, and as clear proofs of the Guidance and the Criterion; So let those of you, who are present at the month, fast it and if any of you be sick, or if he be on a journey, then a number of other days. God desires ease for you, and desires not hardship for you: and that you fulfil the number and magnify God for having guided you and that you might be thankful."
The Cow,2,186,"And when My servants question you concerning Me, I am near; I answer the call of the caller when he calls to Me; so let them respond to Me, and let them believe in Me that they might go aright."
The Cow,2,187,"Permitted to you, upon the night of the Fast, is to go in to your wives; they are a vestment for you, and you are a vestment for them; God knows that you have been betraying yourselves, and so He has turned to you [relenting], and He has pardoned you. So now, lie with them and seek what God has prescribed for you, and eat and drink until the white thread is distinct to you from the black thread at daybreak; then complete the fast to the night; and do not lie with them, while you cleave to the mosques in devotion [to God]. Those are God's bounds; do not approach them. So, God makes clear His signs to people so that they might fear."
The Cow,2,188,"Consume not your goods between you in deception, and proffer them to the judges, that you may consume a portion of other people's goods in sin while you are aware."
The Cow,2,189,"They will ask you about the new moons. Say, 'They are appointed times for the people and the Pilgrimage'. It is not piety to come to the houses from their backs, but piety is to fear; so come to the houses by their doors, and fear God that you may prosper."
The Cow,2,190,"And fight in the way of God with those who fight against you, but aggress not; God loves not the aggressors."
The Cow,2,191,"And slay them wherever you come upon them, and expel them from where they expelled you; sedition is more grievous than slaying. But fight them not by the Sacred Mosque until they should fight you there; then if they fight you, slay them - such, is the requital of disbelievers."
The Cow,2,192,"But if they desist, surely God is Forgiving, Merciful."
The Cow,2,193,"Fight them till there is no sedition, and the religion is for God; then if they desist, there shall be no enmity, save against evildoers."
The Cow,2,194,"The sacred month for the sacred month; holy things demand retaliation; whoever commits aggression against you, then commit aggression against him in the manner that he committed against you; and fear God, and know that God is with the God-fearing."
The Cow,2,195,And spend in the way of God; and cast not your own hands into destruction; but be virtuous; God loves the virtuous.
