Name,Surah,Ayat,Verse
The Cow,2,52,"Think ye to enter Paradise while yet there hath come unto you the like of what came unto those who passed away before you? Affliction smote them and injuries and they were made to quake until the Messenger of God said, and with him those who believed: When cometh the help of God? Lo, verily the help of God is nigh. [M]"
The Cow,2,53,They question thee about the sacred month and fighting therein. Say: to fight therein is a grave offence; but barring men from God’s path and sacrilege against Him and the holy mosque and driving out His people therefrom are graver with God. And torturing is graver than killing.... [M]
The Cow,2,54,…God it is who contracteth and expandeth.... [SS]
The Cow,2,55,…how many a little band hath overcome a multitude by God’s leave! And God is with the steadfast. [M]
The Cow,2,56,…God doth what He will. [RS]
The Cow,2,57,"…Hast thou not faith? Yes, but (show me) so that my heart may be at rest.... [WS]"
The Cow,2,58,He (Allah) giveth wisdom to whom He will; and He to whom wisdom hath been given hath received a great good.... [UM]
The Cow,2,59,…We make no distinction between any of His Apostles.... [BC]
The Cow,2,60,…believe in God and his Angels and His Books and His Messengers. We make no distinction between His Messengers.... [SS]
The Cow,2,61,"The messenger believeth, and the faithful believe, in what hath been revealed unto him from his Lord. Each one believeth in God and His angels and His books and His messengers: we make no distinction between any of His messengers. And they say: we hear and we obey; grant us, Thou our Lord, Thy forgiveness; unto Thee is the ultimate becoming. [M]"
The Cow,2,62,"…they believe, all of them, in God and His Angels and His Books and His Messengers. And they say, “We make no distinction between any of His Messengers”.... [RS] [L-II]"
The Cow,2,63,"…our Lord, lay not upon us such a burden as Thou didst lay upon those before us! Our Lord, burden us not with that which is beyond our strength!.... [ICCT]"
The Cow,2,64,Sources Used
The Cow,2,65,• Unpublished Material (1938-2005) [UM]
The Cow,2,66,BOOKS
The Cow,2,67,• The Book of Certainty (1952) [BC]
The Cow,2,68,• A Sufi Saint of the Twentieth Century (1961) [SS]
The Cow,2,69,• What is Sufism (1975) [WS]
The Cow,2,70,• The Quranic Art of Calligraphy and Illumination (1976) [QACI]
The Cow,2,71,• Muhammad (1983) [M]
The Cow,2,72,• Symbol and Archetype (1991) [SA]
The Cow,2,73,• Sufi Poems (2004) [SP]
The Cow,2,74,• Mecca (2004) [Mec.]
The Cow,2,75,• Return to the Spirit (2005) [RS]
The Cow,2,76,• Splendours of Qur’an Calligraphy and Illumination (2005) [SQCI]
The Cow,2,77,ARTICLES
The Cow,2,78,• “Proofs of Islam”(1954). Islamic Cultural Centre. [PI]
The Cow,2,79,"• “The Islamic and Christian Conceptions of the March of Time” (1954) The Islamic Quarterly, Vol.1 No.4. [ICCT]"
The Cow,2,80,"• “The Origins of Sufism (1956) The Islamic Quarterly, Vol.III No.1 [OS]"
The Cow,2,81,• “Sufism”: Religion in the Middle East (1969); ed.A.J. Arberry [S]
The Cow,2,82,• “Sufi Answers to Questions On Ultimate Reality”: Studies in Comparative Religions 1979 Summer/Autumn [SCR-SA]
The Cow,2,83,• “The Nature and Origin of Sufism”: Islamic Spirituality (1985) [NOS]
The Cow,2,84,"• “Mystical Poetry”: The Cambridge History of Arabic Literature, Vol.2 (1990) [MP]"
The Cow,2,85,LECTURES
The Cow,2,86,• “The Quranic Doctrine of the Afterlife” [L-QD]
The Cow,2,87,• “The Quranic Origins of Sufism” [L-QOS]
The Cow,2,88,• “Human Origins and Destinies According to the Great Religions of the World” [L-HOD]
The Cow,2,89,• “Metaphysics and the Perennial Philosophy” [L-MPP]
The Cow,2,90,• “An Introduction to Islam” [L-II]
The Cow,2,91,• “The Universality of the Quran” [L-UQ]
The Cow,2,92,• Private Talks [L-PT]
The Cow,2,93,Books without Quranic Ayaat
The Cow,2,94,• Collected Poems
The Cow,2,95,• Ancient Beliefs and Modern Superstitions
The Cow,2,96,• The Eleventh Hour
The Cow,2,97,• The Secret of Shakespeare
The Cow,2,98,Articles without Quranic Ayaat
The Cow,2,99,• “Signs of the Times”: Studies in Comparative Religions 1970 Winter
The Cow,2,100,"• “Ibn Aliwah” Encyclopedia of Islam, Second Edition"
The Cow,2,101,"• “Kabd” Encyclopedia of Islam, Second Edition"
The Family of 'Imrân,3,1,Verily before God religion is submission.... [BC]
The Family of 'Imrân,3,2,And verily Religion with God is islam.... [L-UQ]
The Family of 'Imrân,3,3,Verily God chose Adam and Noah and the family of Abraham and the family of ‘Imran above all the worlds. [M]
The Family of 'Imrân,3,4,"…and verily I have named her Maryam; and verily I place her, and her offspring, beneath Thy protection (O Lord) against Satan the stoned. [UM]"
The Family of 'Imrân,3,5,"…each time that Zakariya entered unto her in the sanctuary he found near her the needed nourishment; he said: O Maryam, whence cometh unto thee this? She replied; This cometh from God; verily God giveth His sustenance to whom He will, without reckoning. [UM]"
The Family of 'Imrân,3,6,"And her Lord accepted her (Maryam) with a fair acceptance, and made her to grow with a fair growing and entrusted her to Zachariah; whensoever Zachariah entered unto her in the sanctuary, he found that she had food; he said: O Maryam, whence hast thou this? She said: it is from God; verily God giveth his subsistence unto whom He will without reckoning. [UM]"
The Family of 'Imrân,3,7,"…every time that Zachariah went unto her in the Mihrab….. Verily, God giveth to whom He will, without reckoning. [UM]"
The Family of 'Imrân,3,8,"…verily, God giveth sustenance to whom He will, beyond all reckoning. [L-PT]"
The Family of 'Imrân,3,9,…God does what He wills. [UM]
The Family of 'Imrân,3,10,"And when the angels said: O Maryam, God hath chosen thee and purified thee, and hath chosen thee above all the women of the world. [UM]"
The Family of 'Imrân,3,11,"Verily the likeness of Jesus with God is as the likeness of Adam. He created him of dust, then said to him “Be” and he was. [M]"
The Family of 'Imrân,3,12,"This is the Truth from thy Lord, so be not of the doubters. [M]"
The Family of 'Imrân,3,13,"And whoso contendeth with thee about him after the knowledge that hath reached thee, say: Come ye, and let us summon our sons and your sons, and our women and your women, and ourselves and yourselves. Then we will imprecate, putting God’s curse on those who lie. [M]"
The Family of 'Imrân,3,14,"Verily the first sanctuary established for men is the house at Baca, a blessed place and a guidance for all the world. [Mec.]"
The Family of 'Imrân,3,15,The best people ever brought forth as an example for men.... [ICCT]
The Family of 'Imrân,3,16,Ye are the best people that hath been brought forth (as a pattern) for mankind.... [WS]
The Family of 'Imrân,3,17,"…they will do all they can to ruin you, and they love to cause you trouble. Their hatred is clear from what their mouths utter, and what their breasts conceal is greater.... [M]"
The Family of 'Imrân,3,18,"If good befall you, it is evil in their eyes, and if evil befall you they rejoice thereat.... [M]"
The Family of 'Imrân,3,19,Ways of life have passed away before you. Travel in the land and see what was the end of those who belied God’s messengers. [M]
The Family of 'Imrân,3,20,"This is a clear affirmation for mankind, and a guidance and an exhortation for the pious. [M]"
The Family of 'Imrân,3,21,"Falter not nor grieve, for ye shall overcome them if ye are true believers. [M]"
The Family of 'Imrân,3,22,Deemed ye that ye would enter Paradise ere God knoweth those of you that truly strive and ere He knoweth the steadfast? [M]
The Family of 'Imrân,3,23,Ye wished for death until ye met it; now ye have seen it face to face! [M]
The Family of 'Imrân,3,24,"Muhammad is but a messenger, and messengers have passed away before him. If he die or be slain, will ye then turn upon your heels? Whoso turneth upon his heels will thereby do no hurt unto God; and God will reward the thankful. [M]"
The Family of 'Imrân,3,25,"…consult them about their affairs; and when thou art resolved, then trust in God.... [M]"
The Family of 'Imrân,3,26,"Count not those who have been slain in the way of God as dead. Nay they are living, from their Lord they receive sustenance. [RS]"
The Family of 'Imrân,3,27,"…God is our sufficiency, and supremely to be trusted is He. [M]"
The Family of 'Imrân,3,28,…our sufficiency is God and excellent is He in whom we trust. [UM]
The Family of 'Imrân,3,29,Who remember God standing and sitting and reclining upon their sides.... [SS]
The Family of 'Imrân,3,30,…I will take away their faults and enable them to enter Paradise.... [L-HOD]
The Family of 'Imrân,3,31,Sources Used
The Family of 'Imrân,3,32,• Unpublished Material (1938-2005) [UM]
The Family of 'Imrân,3,33,BOOKS
The Family of 'Imrân,3,34,• The Book of Certainty (1952) [BC]
The Family of 'Imrân,3,35,• A Sufi Saint of the Twentieth Century (1961) [SS]
The Family of 'Imrân,3,36,• What is Sufism (1975) [WS]
The Family of 'Imrân,3,37,• The Quranic Art of Calligraphy and Illumination (1976) [QACI]
The Family of 'Imrân,3,38,• Muhammad (1983) [M]
The Family of 'Imrân,3,39,• Symbol and Archetype (1991) [SA]
The Family of 'Imrân,3,40,• Sufi Poems (2004) [SP]
The Family of 'Imrân,3,41,• Mecca (2004) [Mec.]
The Family of 'Imrân,3,42,• Return to the Spirit (2005) [RS]
The Family of 'Imrân,3,43,• Splendours of Qur’an Calligraphy and Illumination (2005) [SQCI]
The Family of 'Imrân,3,44,ARTICLES
The Family of 'Imrân,3,45,• “Proofs of Islam”(1954). Islamic Cultural Centre. [PI]
The Family of 'Imrân,3,46,"• “The Islamic and Christian Conceptions of the March of Time” (1954) The Islamic Quarterly, Vol.1 No.4. [ICCT]"
The Family of 'Imrân,3,47,"• “The Origins of Sufism (1956) The Islamic Quarterly, Vol.III No.1 [OS]"
The Family of 'Imrân,3,48,• “Sufism”: Religion in the Middle East (1969); ed.A.J. Arberry [S]
The Family of 'Imrân,3,49,• “Sufi Answers to Questions On Ultimate Reality”: Studies in Comparative Religions 1979 Summer/Autumn [SCR-SA]
The Family of 'Imrân,3,50,• “The Nature and Origin of Sufism”: Islamic Spirituality (1985) [NOS]
The Family of 'Imrân,3,51,"• “Mystical Poetry”: The Cambridge History of Arabic Literature, Vol.2 (1990) [MP]"
The Family of 'Imrân,3,52,LECTURES
The Family of 'Imrân,3,53,• “The Quranic Doctrine of the Afterlife” [L-QD]
The Family of 'Imrân,3,54,• “The Quranic Origins of Sufism” [L-QOS]
The Family of 'Imrân,3,55,• “Human Origins and Destinies According to the Great Religions of the World” [L-HOD]
The Family of 'Imrân,3,56,• “Metaphysics and the Perennial Philosophy” [L-MPP]
The Family of 'Imrân,3,57,• “An Introduction to Islam” [L-II]
The Family of 'Imrân,3,58,• “The Universality of the Quran” [L-UQ]
The Family of 'Imrân,3,59,• Private Talks [L-PT]
The Family of 'Imrân,3,60,Books without Quranic Ayaat
The Family of 'Imrân,3,61,• Collected Poems
The Family of 'Imrân,3,62,• Ancient Beliefs and Modern Superstitions
The Family of 'Imrân,3,63,• The Eleventh Hour
The Family of 'Imrân,3,64,• The Secret of Shakespeare
The Family of 'Imrân,3,65,Articles without Quranic Ayaat
The Family of 'Imrân,3,66,• “Signs of the Times”: Studies in Comparative Religions 1970 Winter
The Family of 'Imrân,3,67,"• “Ibn Aliwah” Encyclopedia of Islam, Second Edition"
The Family of 'Imrân,3,68,"• “Kabd” Encyclopedia of Islam, Second Edition"
Women,4,1,If ye avoid the great sins ye are forbidden We will wipe out your faults and cause you to enter with a noble entry. [RS] [L-QD]
Women,4,2,"…if ye find not water then purify yourselves with clean earth, wiping therewith your faces and hands... [M]"
Women,4,3,"…with those upon whom God hath lavished His favour, the Prophets and the Saints and the Martyrs and the Righteous, most excellent for communion are they. [SCR-SA]"
Women,4,4,"…with those upon whom God hath showered His favour, the prophets and the saints and the martyrs and the righteous, most excellent for communion are they. [M]"
Women,4,5,"…with those upon whom God hath showered His favour, the prophets and the sages and the martyrs and the righteous, most excellent for communion are they. [SA]"
Women,4,6,…with the Prophets and the sages and the martyrs and the righteous; excellent are they in companionship. [L-PT]
Women,4,7,…with the Prophets and the sages and the martyrs and the righteous; excellent in companionship are they. [L-PT]
Women,4,8,Whoso obeyeth the Apostle obeyeth God.... [SS]
Women,4,9,"O ye who believe, when ye fight in the way of God, discriminate, nor say unto him who proffereth you peace: “Thou are not a believer,” seeking the gains of this lower life, for with God are spoils in plenty. Thus were ye wont to be aforetime, but God hath sent down His Grace upon you. Therefore discriminate. Verily God is Informed of what ye do. [M]"
Women,4,10,…those who fight in the way of Allah with their goods and lives.... [UM]
Women,4,11,"The non-combatants amongst the believers, making exception for those afflicted with infirmity, and the combatants in the way of Allah, with their goods and their lives, are not equal; Allah hath placed the combatants with their goods and their lives a degree above the non-combatants; to each, Allah hath promised what is most fair; Allah hath placed the combatants above the non-combatants, with an immense reward. [UM]"
Women,4,12,…unto both God hath promised good. But he hath favoured those who fight with an immense reward above those who stay behind. [WS]
Women,4,13,"If the two separate, God will enrich both out of His Abundance.... [SS]"
Women,4,14,…and they only remember God a little. [SS]
Women,4,15,…they uttered against Mary a tremendous calumny. [SS]
Women,4,16,"…verily we have slain the Messiah Jesus the Son of Mary, the Messenger of God. And they did not slay him and they did not crucify him, but it seemed to them that they had done so.... [RS]"
Women,4,17,"The Jews claim “We have killed the Messiah, Jesus the Son of Mary, the Messenger of God”. They killed him not, nor crucified him, but it seemed to them that they had done so.... [L-UQ]"
Women,4,18,…Jesus son of Mary is Messenger of God and His Word which he cast unto Mary and a Spirit from Him.... [M]
Women,4,19,…His Word which he delivered unto Mary and as a spirit from Him.... [SQCI]
Women,4,20,…We have sent down to you a clear light. [QACI] [SQCI]
Women,4,21,Sources Used
Women,4,22,• Unpublished Material (1938-2005) [UM]
Women,4,23,BOOKS
Women,4,24,• The Book of Certainty (1952) [BC]
Women,4,25,• A Sufi Saint of the Twentieth Century (1961) [SS]
Women,4,26,• What is Sufism (1975) [WS]
Women,4,27,• The Quranic Art of Calligraphy and Illumination (1976) [QACI]
Women,4,28,• Muhammad (1983) [M]
Women,4,29,• Symbol and Archetype (1991) [SA]
Women,4,30,• Sufi Poems (2004) [SP]
Women,4,31,• Mecca (2004) [Mec.]
Women,4,32,• Return to the Spirit (2005) [RS]
Women,4,33,• Splendours of Qur’an Calligraphy and Illumination (2005) [SQCI]
Women,4,34,ARTICLES
Women,4,35,• “Proofs of Islam”(1954). Islamic Cultural Centre. [PI]
Women,4,36,"• “The Islamic and Christian Conceptions of the March of Time” (1954) The Islamic Quarterly, Vol.1 No.4. [ICCT]"
Women,4,37,"• “The Origins of Sufism (1956) The Islamic Quarterly, Vol.III No.1 [OS]"
Women,4,38,• “Sufism”: Religion in the Middle East (1969); ed.A.J. Arberry [S]
Women,4,39,• “Sufi Answers to Questions On Ultimate Reality”: Studies in Comparative Religions 1979 Summer/Autumn [SCR-SA]
Women,4,40,• “The Nature and Origin of Sufism”: Islamic Spirituality (1985) [NOS]
Women,4,41,"• “Mystical Poetry”: The Cambridge History of Arabic Literature, Vol.2 (1990) [MP]"
Women,4,42,LECTURES
Women,4,43,• “The Quranic Doctrine of the Afterlife” [L-QD]
Women,4,44,• “The Quranic Origins of Sufism” [L-QOS]
Women,4,45,• “Human Origins and Destinies According to the Great Religions of the World” [L-HOD]
Women,4,46,• “Metaphysics and the Perennial Philosophy” [L-MPP]
Women,4,47,• “An Introduction to Islam” [L-II]
Women,4,48,• “The Universality of the Quran” [L-UQ]
Women,4,49,• Private Talks [L-PT]
Women,4,50,Books without Quranic Ayaat
Women,4,51,• Collected Poems
Women,4,52,• Ancient Beliefs and Modern Superstitions
Women,4,53,• The Eleventh Hour
Women,4,54,• The Secret of Shakespeare
Women,4,55,Articles without Quranic Ayaat
Women,4,56,• “Signs of the Times”: Studies in Comparative Religions 1970 Winter
Women,4,57,"• “Ibn Aliwah” Encyclopedia of Islam, Second Edition"
Women,4,58,"• “Kabd” Encyclopedia of Islam, Second Edition"
The Table Spread,5,1,"…this day the disbelievers despair of prevailing against your religion, so fear them not, but fear Me! This day have I perfected for you your religion and fulfilled my favour unto you, and it hath been My good pleasure to choose Islam for you as your religion.... [M]"
The Table Spread,5,2,…their food is lawful for you; your food is lawful for them....
The Table Spread,5,3,"…lo, I am with you.... [SS]"
The Table Spread,5,4,…go thou and thy Lord and fight; we shall sit here.... [M]
The Table Spread,5,5,"…for each We have appointed a law and traced out a path, and if God had wished, verily He would have made you one people. But He hath made you as ye are that He may put you to the test in what He hath given you. So vie with one another in good works. Unto God ye will all be brought back and He will then tell you about those things wherein ye differed. [BC]"
The Table Spread,5,6,"…for each of you We have appointed a law and traced out a path, and if God had so willed, He would have made you one community.... [SS]"
The Table Spread,5,7,"…for each We have appointed a law and a path, and if God had wished, He would have made you one people. But He hath made you as ye are that He may put you to the test in what He hath given you. So vie with one another in good works. Unto God ye will all be brought back and He will then tell you about those things wherein ye differed. [WS]"
The Table Spread,5,8,"…for each We have appointed a law and a path, and if God had wished, He could have made you one people... So vie with one another in good works. Unto God ye will all be brought back and He will then inform you about those things wherein ye differed [M]"
The Table Spread,5,9,"…for each We have appointed a law and a path; and if God had wished He would have made you one people... So vie with one another in good works. Unto God is your return, all of you together, and He will then inform you of that wherein ye were at variance. [NOS]"
The Table Spread,5,10,"…for each of you We have appointed a law and a way. And if God had so willed, He would have made you one people. But (He hath willed it otherwise) that He may put you to the test in what He has given you. So vie with one another in good works. Unto God will ye be brought back and He will inform you about that wherein ye differed. [RS]"
The Table Spread,5,11,"…to each of you we have given a Law and traced out a path. And if God had wished He would have made you one people, but He did what He did that He might put you to a fair test in what He gave you. So vie with each other in good works… [L-PT]"
The Table Spread,5,12,"And unto thee We have revealed the Book, the Scripture with the Truth confirming what was before it and a watcher over it…To each of you We have established a law and a way, and if God had wished, He would have made you one People. But [He has willed it otherwise] that He may put you to a fair test in what He has given you. So vie with one another in good works. Unto God ye will be brought back and He will inform you about that wherein ye differed. [L-UQ]"
The Table Spread,5,13,…this is God’s Grace: He giveth It whom He will.... [SS]
The Table Spread,5,14,"Verily they that believe, and those who are Jews, and the Sabaeans and the Christians – whomsoever believeth in God and the last day and acteth piously – there shall come no fear upon them, neither shall they grieve. [BC]"
The Table Spread,5,15,"Verily the Faithful, and the Jews, and the Sabians and the Christians – whoso believeth in God and the Last Day and doeth deeds of piety – no fear shall come upon them, neither shall they grieve. [SS] [RS]"
The Table Spread,5,16,"Verily the Faithful [Muslims], and the Jews, and the Christians and the Sabaeans – whoso hath faith in God and the Last Day and doeth deeds of piety – their meed is kept for them with their Lord, and no fear shall come upon them, neither shall they grieve. [IS]"
The Table Spread,5,17,"Verily those who believe and those who are Jews and Sabeans and Christians, whosoever believeth in God and the Last Day and doeth good, no fear shall come upon them, neither shall they grieve. [L-UQ]"
The Table Spread,5,18,"…thou shalt find that the nearest in affection to believing Muslims are those who say: “Verily we are Christians.” That is because they have amongst them priests and monks, and because they are not proud. [RS]"
The Table Spread,5,19,"When they hear what hath been revealed unto the Prophet, thou seest their eyes overflow with tears from their recognition of the Truth.... [SS]"
The Table Spread,5,20,"And when they hear that which hath been revealed unto the Messenger thou seest their eyes overflowing with tears at their recognition of the Truth. They say: “Our Lord, we believe, so inscribe us amongst those who bear witness to the Truth”. [RS]"
The Table Spread,5,21,"…O God, our Lord, send down to us a banquet from Heaven which will be a feast for the first of us and the last of us, and a sign from Thee.... [SA]"
The Table Spread,5,22,"…a banquet of food from Heaven to be for us a feast, for the first of us and for the last of us, and a sign from Thee.... [SQCI]"
The Table Spread,5,23,…O God send down from Heaven a banquet which will be for the first and the last of us a sign… [L-UQ]
The Table Spread,5,24,Sources Used
The Table Spread,5,25,• Unpublished Material (1938-2005) [UM]
The Table Spread,5,26,BOOKS
