Arabic,Tafseer
وَقَاتِلُوهُمْ حَتَّىٰ لاَ تَكُونَ فِتْنَةٌ وَيَكُونَ ٱلدِّينُ للَّهِ فَإِنِ ٱنْتَهَواْ فَلاَ عُدْوَانَ إِلاَّ عَلَى ٱلظَّالِمِينَ,Fight them till there is no sedition and the religion is for God; then if they desist there shall be no enmity save against evildoers. The allusion in the verse is to combat against the lower selves nufūs for your worst enemy is your lower self nafs within you. That is to say “Hold completely to the precepts of spiritual disciplines riyāḌāt until nothing remains of carnal human traces āthār bashariyya. Submit the self nafs and heart qalb to God so there will be no opponent or combatant from within you [fighting] to protect [yourself] taking instruction [from the lower self] managing [your own affairs] or exercising free choice in any state. The vicissitudes [of life] will flow over you as He wills them and you will be effaced from making any choices aside from what comes with the decree.” When the self nafs surrenders there is no enmity except toward the masters of holding back arbāb al-taqṣīr but those who uphold the right of [God's] command are far removed from any obligation to compel [others to do so].
ٱلشَّهْرُ ٱلْحَرَامُ بِٱلشَّهْرِ ٱلْحَرَامِ وَٱلْحُرُمَاتُ قِصَاصٌ فَمَنِ ٱعْتَدَىٰ عَلَيْكُمْ فَٱعْتَدُواْ عَلَيْهِ بِمِثْلِ مَا ٱعْتَدَىٰ عَلَيْكُمْ وَٱتَّقُواْ ٱللَّهَ وَٱعْلَمُواْ أَنَّ ٱللَّهَ مَعَ ٱلْمُتَّقِينَ,The sacred month for the sacred month; holy things demand retalia- tion; whoever commits aggression against you then commit aggression against him in the manner that he committed against you; and fear God and know that God is with the God-fearing. [Here] the allusion is to: “When two of the rights of God face off submit the moment waqt to the decree of the moment ḥukm al-waqt and turn with the allusions of the moment ishārāt al-waqt. Beware of preferring one over the other in what you possess in your worldly portion ḥaẓẓ- even a little-for you will be veiled from witnessing the Real ḥaqq and the vision of your heart will be blinded. Everything that is closer to what opposes your whims and further from what attracts and pleases you is in itself more appropriate.” And know that God is with the God-fearing those who fear the prefer- ence of their own whims over that with which He is pleased. When they act for God in what they do rather than for themselves God most high is with them through [His] help: He said “If you help God He will help you” [47:7].
وَأَنْفِقُواْ فِي سَبِيلِ ٱللَّهِ وَلاَ تُلْقُواْ بِأَيْدِيكُمْ إِلَى ٱلتَّهْلُكَةِ وَأَحْسِنُوۤاْ إِنَّ ٱللَّهَ يُحِبُّ ٱلْمُحْسِنِينَ,And spend in the way of God; and cast not your own hands into destruction; but be virtuous; God loves the virtuous. The rich spend from their wealth. The worshipers spend through their lower selves by not holding back acts of worship and [religious] tasks. Those who have deep knowledge spend with their hearts by not holding back from His decrees. The lovers spend with their spirits by not holding back from His love. The rich spend from [material] blessings niʿam and the poor fuqarāÌ spend from aspirations himam. The rich spend by taking money from the purse. The poor fuqarāÌ spend by taking [concern for] the rich from the heart. Those who declare God's unity spend by removing [concern for] created things from their innermost selves. His words “and cast not your own hands into destruction” allude to holding back your hands from exertion for the one who holds back his hands and hoards anything for himself his hands throw him into destruction. It is said that it is to prefer your whims over [God's] good pleasure. It is also said and cast not your own hands into destruction means being heedless of Him by [your own] free choice. It is also said [it is] imagining that you can live without His kindness and His favor for even a moment. It is also said [it is] contentment in your state of lassitude and being veiled. It is also said [it is] holding the tongue back from perpetually seeking help in every breath. His words “But be virtuous God loves the virtuous muḥsinūn”: Virtuousness iḥsān is being kind with everyone but yourself. When you are virtuous with regard to your lower self it looks-to those with poor judgment-like you are harming it. But it is through [your lower self] that you bring about every misery and endure every calamity. Virtuousness is also leaving every last bit of your worldly concerns and devoting your- self to fulfilling the right of anyone whose affair is connected to you. Virtuousness is to worship Him without becoming inattentive and to wor- ship Him through the quality of witnessing.
وَأَتِمُّواْ ٱلْحَجَّ وَٱلْعُمْرَةَ للَّهِ فَإِنْ أُحْصِرْتُمْ فَمَا ٱسْتَيْسَرَ مِنَ ٱلْهَدْيِ وَلاَ تَحْلِقُواْ رُؤُوسَكُمْ حَتَّىٰ يَبْلُغَ ٱلْهَدْيُ مَحِلَّهُ فَمَن كَانَ مِنكُم مَّرِيضاً أَوْ بِهِ أَذًى مِّن رَّأْسِهِ فَفِدْيَةٌ مِّن صِيَامٍ أَوْ صَدَقَةٍ أَوْ نُسُكٍ فَإِذَآ أَمِنتُمْ فَمَن تَمَتَّعَ بِٱلْعُمْرَةِ إِلَى ٱلْحَجِّ فَمَا ٱسْتَيْسَرَ مِنَ ٱلْهَدْيِ فَمَن لَّمْ يَجِدْ فَصِيَامُ ثَلاثَةِ أَيَّامٍ فِي ٱلْحَجِّ وَسَبْعَةٍ إِذَا رَجَعْتُمْ تِلْكَ عَشَرَةٌ كَامِلَةٌ ذٰلِكَ لِمَن لَّمْ يَكُنْ أَهْلُهُ حَاضِرِي ٱلْمَسْجِدِ ٱلْحَرَامِ وَٱتَّقُواْ ٱللَّهَ وَٱعْلَمُواْ أَنَّ ٱللَّهَ شَدِيدُ ٱلْعِقَابِ,Fulfill the pilgrimage and the visitation to God; The fulfillment of the pilgrimage according to the language of scholars is the performance of its basic elements its practice its form and the shedding of blood which is required in it without curtailing any of the conditions. It is mentioned in the tafsīr literature that in both [the ḥajj and the ʿumra] you are forbidden from the dwellings of your family [until you have completed all the requirements]. In the language of allusion the pilgrimage is the quest qaṣd. The quest is to the House of the Real and the quest to the Real is first the pilgrim- age of ordinary people and second the pilgrimage of the elect. Just as the one who makes the pilgrimage through his [outward] self enters the consecrated state and stands [at ʿArafāt] circumambulates the House and runs [between ṣafā and Marwa] and then shaves [his head] so it is with the one who makes the pilgrimage through his heart. His state of consecration iḥrām [comes] from [his] sound resolve ʿaqd ṣaḥīḥ to undertake a pure quest qaṣd ṣarīḥ. He removes the clothing of his oppositional ten- dencies and his carnal passions. He then wraps himself in the two robes of patience and poverty. He abstains from pursuing his worldly fortunes [that is] the following of whims and he releases thoughts of desired things etc. Then [just as] as the [outward] pilgrim becomes increasingly unkempt and dusty likewise the traces of humility and submission appear upon [the pilgrim of the heart]. Then the talbiya of the innermost selves occurs in the response of every part of you. “The most excellent of the actions of the pilgrimage ḥajj are the sac- rificial blood-letting thajj and the crying out ʿajj.” The thajj is the pouring of blood [of the animal sacrificed] and the ʿajj is raising the voice in talbiya. Likewise the shedding of the blood of the lower self [comes] with the knives of opposition [to it] and the raising of the voices of the innermost self [comes] by continuously seeking [God's] help and with the beauty of responding [to the call]. Then [one] stands at the plains of nearness seeking perfection in the attributes of awe. The standing place of the [outward] selves is ʿArafāt while the standing place of hearts is the names and attributes ṣifāt belonging to the majesty of the essence dhāt at the time of intimate communications muwāṣalāt.
ٱلْحَجُّ أَشْهُرٌ مَّعْلُومَاتٌ فَمَن فَرَضَ فِيهِنَّ ٱلْحَجَّ فَلاَ رَفَثَ وَلاَ فُسُوقَ وَلاَ جِدَالَ فِي ٱلْحَجِّ وَمَا تَفْعَلُواْ مِنْ خَيْرٍ يَعْلَمْهُ ٱللَّهُ وَتَزَوَّدُواْ فَإِنَّ خَيْرَ ٱلزَّادِ ٱلتَّقْوَىٰ وَٱتَّقُونِ يٰأُوْلِي ٱلأَلْبَابِ,The pilgrimage is in months well-known; The pilgrimage for the bodily selves nufūs is in months well-known. The iḥrām is only binding in it and it is not possible to undertake the pilgrimage during the rest of the year rather [it is] only in a specific time period. One for whom that time has passed the pilgrimage has passed him. Likewise the pilgrimage of the hearts has times [that are] well-known and [it] is only appropriate during them. These are the days of youth for one who has no spiritual desire irāda in his youth has no communion in the state of his old age. Likewise the one for whom the time of his quest qaṣd and spiritual desire irāda has passed only the worship whose outcome is the garden is appropriate not the spiritual desire irāda whose outcome is communion. whoever undertakes the duty of pilgrimage during them then no lewdness nor wickedness or disputing in the pilgrimage. The allusion is also to whoever travels the path of spiritual desire that he should not stop at anything in the path nor mix his spiritual desire with anything. Whoever argues opposes or is rude with him-he yields to them all. He does not dispute with anyone for the sake of this world nor does he compete with anyone for some worldly fortune for the self or honor. God most high said “And when the ignorant address them they say 'peace'” [25:63]. Whatever good you do God knows it. You should be content with His knowledge and His judgment rather than being seen judged or known by His creatures. And take provision. But the best provision is piety; and fear Me O people of pith! The piety of ordinary people is the avoidance of errors while the piety of the elect is the avoidance of anything other [than God] in the inner secrets of their hearts.
لَيْسَ عَلَيْكُمْ جُنَاحٌ أَن تَبْتَغُواْ فَضْلاً مِّن رَّبِّكُمْ فَإِذَآ أَفَضْتُم مِّنْ عَرَفَٰتٍ فَٱذْكُرُواْ ٱللَّهَ عِندَ ٱلْمَشْعَرِ ٱلْحَرَامِ وَٱذْكُرُوهُ كَمَا هَدَٰكُمْ وَإِن كُنْتُمْ مِّن قَبْلِهِ لَمِنَ ٱلضَّآلِّينَ,You would not be at fault if you should seek bounty from your Lord; [Here] the allusion is that whatever you seek from the bounty of God-from what has been determined for you according to His rightful decree-is praiseworthy if it has a portion for the Muslims or the strength of the religion dīn. Whatever you seek solely for your worldly fortune or for what benefits you is flawed. but when you press on from ʿArafāt then remember God at the sacred waymark; and remember Him as He has guided you though previously you were astray. [Here] the allusion is to when you have gone so far as to perform what He has requested [you should] remember His favor with you for if He had not desired you you would not have desired Him. If He had not chosen you you would not have preferred His good pleasure.
ثُمَّ أَفِيضُواْ مِنْ حَيْثُ أَفَاضَ ٱلنَّاسُ وَٱسْتَغْفِرُواْ ٱللَّهَ إِنَّ ٱللَّهَ غَفُورٌ رَّحِيمٌ,Then press on from where the people press on and seek God's forgive- ness; God is Forgiving Merciful. The allusion [in this part of the verse] is that you should not see yourself as different from others because of some manner of dressing patched clothing or some quality that distinguishes you outwardly. Rather you should [consider yourself only as] one among [all] humanity. When the thought comes to you that you have done something or that anything [happens] through you for you or with you seek God's forgiveness and renew your faith for [this kind of thought] is a hidden idolatry shirk that infects your heart.
فَإِذَا قَضَيْتُمْ مَّنَاسِكَكُمْ فَٱذْكُرُواْ ٱللَّهَ كَذِكْرِكُمْ آبَآءَكُمْ أَوْ أَشَدَّ ذِكْراً فَمِنَ ٱلنَّاسِ مَن يَقُولُ رَبَّنَآ آتِنَا فِي ٱلدُّنْيَا وَمَا لَهُ فِي ٱلآخِرَةِ مِنْ خَلاَقٍ,And when you have performed your holy rites remember God as you remember your fathers or yet more intensely. And when you have performed your holy rites is an allusion to carrying out the rightful due ḥaqq of servanthood ʿubūdiyya. Remember God as you remember your fathers is an allusion to carrying out the rightful due ḥaqq of love maḥabba. The performance of the holy rites is an undertaking through the self nafs. Remember God as you remember your fathers is an undertaking for His sake through the heart qalb continuously in the moment and throughout one's life. It is said that “Just as others boast of their fathers and delight in their ancestors let your boasting and delight be in Us.” It is said that “If your fathers have a right to raise and educate you Our right over you is even more binding since Our favors to you are more perfect.” It is said “Your ancestors may have glorious deeds and virtues but Our worthiness from the attributes of sublimity jalāl is far beyond anything due to your ancestors from the best of their states.” It is said that “If you never grow weary of remembering your father and you rarely forget him then remember Us continually and do not let weariness boredom or forgetfulness stop you.” It is said that “If someone speaks ill of your lineage you are not pleased. Similarly do not listen to the words of those who err and contrive but rather defend Us.” It is said that “The father is remembered with respect and deference. Similarly remember Us with awe even as you [also] remember the kind- ness of nearness and the best of caring.” He said “Remember God as you remember your fathers” but did not say “your mothers” because the father is remembered out of respect and the mother is remembered out of com- passion for her. God shows mercy-He is not the recipient of it. Or yet more intensely because the Real ḥaqq is more deserving aḥaqq. You might be much estranged from your father while the Real سبحانه is free from any thought coming to those who have knowledge of Him that they would oppose what has been made obligatory in even the smallest way. As you remember your fathers the father according to his rightful due and the Lord according to His rightful due.
وِمِنْهُمْ مَّن يَقُولُ رَبَّنَآ آتِنَا فِي ٱلدُّنْيَا حَسَنَةً وَفِي ٱلآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ ٱلنَّارِ,And there are others who say “Our Lord give to us in this world good and good in the hereafter and guard us against the chastisement of the Fire.” He means in [this verse] good ḥasana the existence of which is consistent with all good things. The good by which all good things are obtained in this world is the protection of their faith at the end [of their lives] for whoever leaves this world as a believer will not abide in the fire and the passing of this [world] will be of little consequence. The good which is consistent with the good things of the hereafter is forgiveness for when He forgives nothing but good follows. It is said that the good in this world is turning away from it and the good in the hereafter is being protected from becoming comfortable in it. The guarding is from the fire nār and the fires of separation furqa; because the [letter] lām in His saying al-nār is a generic lām so the seeking of refuge applies to both the fires of burning nīrān al-ḥurqa and the fires of separation nīrān al-furqa. It is said that the good in this world is witnessing shuhūd through the innermost selves bi-l-asrār and in the hereafter [it is] seeing ruÌya through the physical eyes bi-l-abṣār. It is said that the good of this world is that He annihilates you from yourself337 while the good of the hereafter is that He returns you to yourself. It is said that the good of this world is the success granted [by God] in service tawfīq al-khidma and the good of the hereafter is the actualization of communion taḥqīq al-wuṣla.
أُولَـٰئِكَ لَهُمْ نَصِيبٌ مِّمَّا كَسَبُواْ وَٱللَّهُ سَرِيعُ ٱلْحِسَابِ,Those-they shall have a portion from what they have earned; If [what they have earned] was good then a good [portion]. If it was something else then something else. and God is swift at reckoning [The reckoning occurs] for ordinary people at [the Day of Judgment] and for the elect at every breath. It is said that He mentioned two groups: those who say “Our Lord give to us in this world” and those who say “Give to us in this world and the next.” The third group which is not mentioned are those who are content with His decree those who submit to His command those who forgo every supplication and request.
وَٱذْكُرُواْ ٱللَّهَ فِيۤ أَيَّامٍ مَّعْدُودَاتٍ فَمَن تَعَجَّلَ فِي يَوْمَيْنِ فَلاَ إِثْمَ عَلَيْهِ وَمَن تَأَخَّرَ فَلاۤ إِثْمَ عَلَيْهِ لِمَنِ ٱتَّقَىٰ وَٱتَّقُواْ ٱللَّهَ وَٱعْلَمُوآ أَنَّكُمْ إِلَيْهِ تُحْشَرُونَ,And remember God during certain days numbered. If any man has- tens on in two days that is no sin for him; and if he delays it is not a sin for him; if he fears; and fear God and know that to Him you shall be gathered. This is a description of the last part of the [pilgrimage] ceremonies the throwing [of stones] in the days at Minā. Because of what they have offered in the pillars of the pilgrimage He lightens their load by letting them choose the duration of the stay adding [more time] or hastening to leave. [Here] the allusion is to one whose lower self has been extinguished while his heart lives on in the perpetual realities of witnessing. In his per- petual engagement in the manners of being present ādāb al-ḥuḌūr if something from the branches of devotions falls away there is a replacement for what has passed away.
وَمِنَ ٱلنَّاسِ مَن يُعْجِبُكَ قَوْلُهُ فِي ٱلْحَيَٰوةِ ٱلدُّنْيَا وَيُشْهِدُ ٱللَّهَ عَلَىٰ مَا فِي قَلْبِهِ وَهُوَ أَلَدُّ ٱلْخِصَامِ,And among people there is he whose speech in the life of this world pleases you; and who calls on God to witness what is in his heart; yet he is most stubborn in dispute. He relates that the Real سبحانه وتعالى has given some people skill in speaking outwardly yet [He] has turned away from their hearts which are bound by the ropes of deprivation and covered by their own ignorance. There is no meaning beyond [their outward selves] and nothing of weight in what they say. One cannot rely on their faithfulness nor trust in them in any way. The allusion is to the people of external appearances ahl al-ẓāhir who have not been helped by the lights of insight and are bound to the precepts of the external world. They have no faith in this kind of talk and no insight into this [path] as a whole. It is necessary to keep secrets from them since they will only receive this discourse with disapproval. Peaceable people among ordinary folk who have respect for this path and faith in the whole of this discourse are far closer to this way than those who count themselves among the elect but are cut off from faith in this affair.
وَإِذَا تَوَلَّىٰ سَعَىٰ فِي ٱلأَرْضِ لِيُفْسِدَ فِيِهَا وَيُهْلِكَ ٱلْحَرْثَ وَٱلنَّسْلَ وَٱللَّهُ لاَ يُحِبُّ ٱلفَسَادَ,And when he turns his back he hastens about the earth to do cor- ruption there and to destroy the tillage and the stock; and God loves not corruption. [Here] the allusion is to those who only hasten to seek worldly fortunes. They are not concerned even though the ties to their religion have become unraveled and their bonds to Islam have been weakened. After that the ropes [tying them to] the world become stronger and the bonds of their desires become more closely woven with the prohibited things they have gathered and the debris they have acquired. When they retire to their whis- perings and ruinous aims they hasten to corruption make decisions based on worldly [aims] and employ people to help them in furthering their affairs-people from whose hearts God has removed inner sight. And God loves not corruption: Outward corruption is whatever brings about the ruin of religious affairs and the proper ordering of worldly matters.
وَإِذَا قِيلَ لَهُ ٱتَّقِ ٱللَّهَ أَخَذَتْهُ ٱلْعِزَّةُ بِٱلإِثْمِ فَحَسْبُهُ جَهَنَّمُ وَلَبِئْسَ ٱلْمِهَادُ,And when it is said to him “Fear God” he is seized by vainglory in his sin. So Hell shall be enough for him-how evil a cradling! Those are the people who have been seized by arrogance and who have lost the ability to humbly accept fair criticism; they turn up their noses at accepting the truth. When you enjoin someone [like this] to decency he says “How can you say this to someone like me when I am such and suchḍ” Then he turns it around and attacks you saying “You have more need to be enjoined with decency and forbidden indecency because your condi- tion is such and such...” If God had granted success to help him or mercy had reached him he would have been granted the favor shown to those who have been guided to seeing their errors and observing their bad traits. And he would not have harbored enmity toward the one who gave him the advice the traces of which remain in the heart for years. God most high said “So hell shall be enough for him” meaning [hell is] the state of his estrangement the darknesses of the lower self and the constriction of choice such that he does not hasten in anything except his [lower] desire. At every moment over and over he succumbs to [this] chastisement and trial. Then he is transported from this chastisement to the greater chastisement. God most high said “And We shall surely make them taste the nearer chastisement before the greater chastisement” [32:21].
وَمِنَ ٱلنَّاسِ مَن يَشْرِي نَفْسَهُ ٱبْتِغَآءَ مَرْضَاتِ ٱللَّهِ وَٱللَّهُ رَؤُوفٌ بِٱلْعِبَادِ,But there are other men who sell themselves desiring God's pleasure; and God is gentle with His servants. Those who have been touched by the special favors of mercy and raised up by the fate already preordained [for them] prefer the good pleasure of the Real over themselves and submit entirely to their protector mawlā. God is gentle with His servants and because of His gentleness they attain these states-they do not deserve His gentleness because of these states.
يٰأَيُّهَا ٱلَّذِينَ آمَنُواْ ٱدْخُلُواْ فِي ٱلسِّلْمِ كَآفَّةً وَلاَ تَتَّبِعُواْ خُطُوَاتِ ٱلشَّيْطَانِ إِنَّهُ لَكُمْ عَدُوٌّ مُّبِينٌ,O you who believe come all of you into submission; and follow not the steps of Satan; he is a manifest foe to you. [God] has charged the believer with making peace with everyone except his lower self for it makes no move except to oppose [the believer's] leader sayyid. Anyone who makes peace with himself becomes listless in his spiritual exertions mujāhadāt. This is the reason a seeker falls short and an aspirant loses interest. The steps of Satan are what are whispered to you about your inability to hold to the precepts of moral behavior and [your inability] to abandon unwise inclinations that are best ignored. But it is as God most high said “If you fear for him cast him into the waters” [28:7]. Look what He did with [Moses] when [Moses's mother] cast him [into the water] and how He returned him to her after saving him!
فَإِن زَلَلْتُمْ مِّن بَعْدِ مَا جَآءَتْكُمُ ٱلْبَيِّنَاتُ فَٱعْلَمُوۤاْ أَنَّ ٱللَّهَ عَزِيزٌ حَكِيمٌ,But if you slip after the clear proofs have come to you know then that God is Mighty Wise. A single slip after the disclosure of clear proofs is uglier by far than the many slips committed before this disclosure. Those who are known to be treacherous cannot be trusted. When the tribulation for the worst sins descends they will be completely uprooted.
هَلْ يَنظُرُونَ إِلاَّ أَن يَأْتِيَهُمُ ٱللَّهُ فِي ظُلَلٍ مِّنَ ٱلْغَمَامِ وَٱلْمَلاۤئِكَةُ وَقُضِيَ ٱلأَمْرُ وَإِلَى ٱللَّهِ تُرْجَعُ ٱلأُمُورُ,What do they wait for that God shall come to them in the shadows of clouds and the angelsḍ The matter is determined and to God all matters are returned. The people thought that the Hour would be long in coming but the details tell them of the severity of the matter. [What are described] are acts af ʿāl [of God] only in the sense of the terrible events ahwāl [of that Hour]. God سبحانه divulges them so as to remove their doubt concerning the gran- deur of His affair and the implementation of His power in what He wills. The matter is determined and to God all matters are returned that is the veil of the unseen is removed exposing the clarity of the [divine] preordination. The hearts of those who declare His oneness are lit by the lights of insights and [therefore] they have no need to seek interpretation taÌwīl of this verse and those like it since [they know] the Real سبحانه is far removed from any change in locality or fading or specificity in place or time. He is sanctified from every movement and appearing [before human beings].
سَلْ بَنِيۤ إِسْرَائِيلَ كَمْ آتَيْنَاهُم مِّنْ آيَةٍ بَيِّنَةٍ وَمَن يُبَدِّلْ نِعْمَةَ ٱللَّهِ مِن بَعْدِ مَا جَآءَتْهُ فَإِنَّ ٱللَّهَ شَدِيدُ ٱلْعِقَابِ,Ask the children of Israel how many a clear proof did We give them; whoever changes God's grace after it has come to him God is severe in retribution. The benefit of questioning [the children of Israel] was to make them acknowledge the issue of proof. Questioning them was not for the pur- poses of resolving any doubt on the part of the Messenger ﷺ concerning what had been plainly established by proof. Whoever changes God's grace after it has come to him God is severe in retribution in taking this grace away. At that moment they will recognize its worth and then they will mourn it since they will never attain it. The one who spoke for them said: You will leave and abandon me.Then you will look for me but you will not find me.
زُيِّنَ لِلَّذِينَ كَفَرُواْ ٱلْحَيَاةُ ٱلدُّنْيَا وَيَسْخَرُونَ مِنَ ٱلَّذِينَ آمَنُواْ وَٱلَّذِينَ ٱتَّقَواْ فَوْقَهُمْ يَوْمَ ٱلْقِيَامَةِ وَٱللَّهُ يَرْزُقُ مَن يَشَآءُ بِغَيْرِ حِسَابٍ,Decked out fair to the disbelievers is the life of this world; and they deride the believers; but those who fear shall be above them on the Day of Resurrection; and God sustains whomever He will without reckoning. They were deceived without realizing it. The increasing darkness of their vision caused them to slander and to deride the friends [of God] سبحانه. When people bear witness [on the Day of Resurrection] and when the error of ignorance is dispelled from their hearts they will know those who are in a state of loss and those who have gone far astray.
كَانَ ٱلنَّاسُ أُمَّةً وَٰحِدَةً فَبَعَثَ ٱللَّهُ ٱلنَّبِيِّينَ مُبَشِّرِينَ وَمُنذِرِينَ وَأَنزَلَ مَعَهُمُ ٱلْكِتَٰبَ بِٱلْحَقِّ لِيَحْكُمَ بَيْنَ ٱلنَّاسِ فِيمَا ٱخْتَلَفُواْ فِيهِ وَمَا ٱخْتَلَفَ فِيهِ إِلاَّ ٱلَّذِينَ أُوتُوهُ مِن بَعْدِ مَا جَآءَتْهُمُ ٱلْبَيِّنَٰتُ بَغْياً بَيْنَهُمْ فَهَدَى ٱللَّهُ ٱلَّذِينَ آمَنُواْ لِمَا ٱخْتَلَفُواْ فِيهِ مِنَ ٱلْحَقِّ بِإِذْنِهِ وَٱللَّهُ يَهْدِي مَن يَشَآءُ إِلَىٰ صِرَٰطٍ مُّسْتَقِيمٍ,People were one community; then God sent forth the prophets as bear- ers of good tidings and warners; and He revealed with them the scripture with the truth that He might decide between people regarding their differences; and only those who had been given it differed about it after the clear proofs had come to them out of insolence one to another; then God guided those who believed to the truth regarding which they were at variance by His leave; and God guides whomever He will to a straight path. It means that they were united by what they did not know of the truth. Then when He sent the messengers they were distinguished by what they were given or deprived of from the lights of insight. It is said that they were as they had been previously in the pre-eternal choosing and [they only] became the Jewish people and the Christian people with the coming of the messengers. In the end each one will be returned to what was preordained for him. Verily all mankind was gathered together in His سبحانه knowl- edge and then separated by His decree ḥukm. Some people He guided hadāhum and some He led astray aghwāhum. Some people He veiled ḥajabahum and some He attracted jadhabahum. Some people He bound to disappointment khidhlān and some He opened to beneficence iḥsān. It is not a matter of acquisition for those who are accepted nor is there a cause for the rejection of those rejected. Rather it is a decree ḥukm that has been completed and a [divine] determination qaḌāÌ that has been settled.
أَمْ حَسِبْتُمْ أَن تَدْخُلُواْ ٱلْجَنَّةَ وَلَمَّا يَأْتِكُم مَّثَلُ ٱلَّذِينَ خَلَوْاْ مِن قَبْلِكُم مَّسَّتْهُمُ ٱلْبَأْسَآءُ وَٱلضَّرَّآءُ وَزُلْزِلُواْ حَتَّىٰ يَقُولَ ٱلرَّسُولُ وَٱلَّذِينَ آمَنُواْ مَعَهُ مَتَىٰ نَصْرُ ٱللَّهِ أَلاۤ إِنَّ نَصْرَ ٱللَّهِ قَرِيبٌ,Or did you suppose that you should enter paradise without there hav- ing come upon you the like of those who passed away before youḍ They were afflicted by misery and hardship and were so convulsed that the Messenger and those who believed with him said “When will God's help comeḍ” Ah but surely God's help is nigh. God created paradise and surrounded it with difficulties maṣāʿib. He cre- ated the fire and surrounded it with carnal desires and cravings raghāÌib. Anyone who is too shy to ride the terrors ahwāl will be kept from real- izing [his] hopes āmāl. Verily the Real سبحانه tested the ancients through their endurance of all kinds of hardships. He causes anyone who follows [in the footsteps] of the friends to be included in their path and share in their adversities. Anyone who thinks otherwise thinks a mirage is water. A dream does not transpire the way one thinks it should. The way sunna of God سبحانه has come to pass with the friends such that they only came to rest in the courtyard of victory after commanding the open spaces of des- peration. Although their anticipation is prolonged kindness will come to them all of a sudden and what they strove for will be realized unexpectedly.God most high said “Ah but surely God's help is nigh.”
يَسْأَلُونَكَ مَاذَا يُنْفِقُونَ قُلْ مَآ أَنْفَقْتُمْ مِّنْ خَيْرٍ فَلِلْوَالِدَيْنِ وَٱلأَقْرَبِينَ وَٱلْيَتَامَىٰ وَٱلْمَسَاكِينِ وَٱبْنِ ٱلسَّبِيلِ وَمَا تَفْعَلُواْ مِنْ خَيْرٍ فَإِنَّ ٱللَّهَ بِهِ عَلِيمٌ,They will ask you about what they should expend. Say “Whatever you expend of good it is for parents and kinsmen orphans the needy and the traveler; and whatever good you may do God has knowledge of it.” They know that the servant does not act alone in what he does for surely the servant cannot do anything without the leave of his Protector. So expend in the manner elaborated [in this verse] for servanthood means standing wherever the command would have you stand. It is said that they do not expend according to the suggestions of whim. Rather they study the details of the affair and the suggestions of the law. The [word] “and” wa in this verse in His saying “and kinsmen and orphans” indicates a kind of sequence: first [spend on] your parents according to what is honorable then your kinsmen then those who follow in the stated sequence.
كُتِبَ عَلَيْكُمُ ٱلْقِتَالُ وَهُوَ كُرْهٌ لَّكُمْ وَعَسَىٰ أَن تَكْرَهُواْ شَيْئاً وَهُوَ خَيْرٌ لَّكُمْ وَعَسَىٰ أَن تُحِبُّواْ شَيْئاً وَهُوَ شَرٌّ لَّكُمْ وَٱللَّهُ يَعْلَمُ وَأَنْتُمْ لاَ تَعْلَمُونَ,Prescribed for you is fighting though it be hateful to you. Yet it may happen that you hate a thing which is good for you; and it may happen that you love a thing which is bad for you; God knows and you know not. The engagement with fighting is difficult for the lower selves. [God] explained that the comforts of the lower selves are deferred muÌajjala because they follow the ordinance of discipline taÌdīb. It is the opposite for the comforts of the hearts which are immediate muʿajjala since they follow the property of drawing near taqrīb. Happiness lies in opposing mukhālafa the lower selves for anyone who conforms wāfaqa to them has abandoned the exemplary path al-maḥajjat al-muthlā. Likewise happiness lies in conforming muwāfaqa to the hearts for anyone who opposes khālafa them deviates from the highest way al-sunnat al-ʿulā. It is better to accept the good news of the Real's guarantee of ease than the anxious thoughts of the lower selves that warn of impending difficulty and harm.
