Arabic,Tafseer
وٱلَّذِينَ يُؤْمِنُونَ بِمَآ أُنْزِلَ إِلَيْكَ وَمَآ أُنْزِلَ مِن قَبْلِكَ وَبِٱلآخِرَةِ هُمْ يُوقِنُونَ,"and who believe in what has been revealed to you; and what was revealed before you, that is to say, the faith of verification that comprehends the three divisions [of faith], required for the works of the heart which constitute the adornment (taḥliya) and that is when the heart acquires perspicacity through the wisdoms and gnostic sciences revealed in the divine scriptures and [through] knowledge concerning the states [of creatures] in the final return (maʿād) and the matters of the Hereafter and the realities of holy knowledge, which is why He says: and of the Hereafter, they are certain. The people of the Hereafter are the ones who have not traversed the limit of purification and have not arrived at the [stage of] adornment which is the legacy (mīrāth) of that [traverse], on the basis of his [the imam ʿAlī's] saying, peace be upon him: 'Whoso acts in accordance with what he has been taught, God grants (warratha) him the knowledge of what he knows not'. The people of God, those of certainty, who comprehend [that legacy], they are all upon guidance from their Lord, [being] either [guided] to Him, or to His abode, the abode of safety (salāma), merit, reward and gentleness (luṭf): these are none other than the people of prosperity (falāḥ), [prosperous] by [having escaped] punishment or veiling, which is why He says"
أُوْلَـٰئِكَ عَلَىٰ هُدًى مِّن رَّبِّهِمْ وَأُوْلَـٰئِكَ هُمُ ٱلْمُفْلِحُونَ,"Those, namely, the ones enjoying the above-mentioned attributes relating to purification and adornment, are upon guidance from their Lord; those are the ones that will prosper, because of these [attributes]. Thus alladhīna yuÌminūna ('who believe') is the subject, the second alladhīna yuÌminūna is coordinated to it and ūlāÌika ('those are the ones') constitutes the predicate; but if it were construed as an adjectival qualification (ṣifa) of al-muttaqīn ('the God-fearing') [of verse 2], then what is meant is that they are the ones whose God-consciousness after the guidance [given to them] is perfect; this is [grammatically] feasible on the basis of [the feasibility] of referring to a thing by that to which it is about to allude."
إِنَّ ٱلَّذِينَ كَفَرُواْ سَوَآءٌ عَلَيْهِمْ ءَأَنذَرْتَهُمْ أَمْ لَمْ تُنْذِرْهُمْ لاَ يُؤْمِنُونَ,"[From] As for the disbelievers, to where He says mighty [alike it is for them whether you have warned them or have not warned them, they do not believe."
خَتَمَ ٱللَّهُ عَلَىٰ قُلُوبِهمْ وَعَلَىٰ سَمْعِهِمْ وَعَلَىٰ أَبْصَٰرِهِمْ غِشَاوَةٌ وَلَهُمْ عَذَابٌ عظِيمٌ,"God has set a seal on their hearts, and on their hearing; and on their eyes is a covering; and for them there will be a mighty chastisement], [all of this] refers to the foremost group of the wretched ones who are subject to the overwhelming divine power (qahr ilāhī) for whom no warning is of any use and who have no means to being saved from the Fire: 'those are the ones against whom the word of your Lord was fulfilled: that they shall not believe' [cf. Q. 10:33] and thus was the word of your Lord fulfilled against those who disbelieve: that they shall be the inhabitants of the Fire [Q. 40:6] all paths shall be closed to them and the gates [of hell] shall be sealed shut upon them. For the heart is the divine waymark of the senses, the locus of inspiration from which they are veiled by its [the heart's] being sealed; while the hearing and the sight are the human waymarks of the senses, the pure ones which constitute the two gates of understanding and the capacity to take heed. These [wretched ones] are thus denied the use of these two [waymarks] because meaning is unable to penetrate from them into the heart. Thus they have no access inwardly to the unveiling knowledge of experiential taste, nor outwardly to taught and acquired knowledge and so they are interned in the prisons of darkness: how mighty therefore is their chastisement!"
وَمِنَ ٱلنَّاسِ مَن يَقُولُ آمَنَّا بِٱللَّهِ وَبِٱلْيَوْمِ ٱلآخِرِ وَمَا هُم بِمُؤْمِنِينَ,"And some people there are who say, 'We believe, these being the second group of the wretched who are deprived of [true] belief even as they claim [to have] it when they say 'we believe' in God, because the locus of belief is the heart and not the tongue: [as in the case of where] the bedouins say, 'We believe'. Say: 'You do not believe; but rather say, “We have submitted”, for faith has not yet entered into your hearts [Q. 49:14]. The meaning of their statement 'we believe in God and [in] the Last Day', is that they are claiming possession of the two [branches of] knowledge, that of God's oneness and that of the final return (maʿād), both of which constitute the principles of religion and its foundation. In other words, [they are saying] 'we are not like the polytheists who are veiled from the Truth nor like the People of the Scripture who are barred from [true knowledge of] religion and the final return - for, the teachings of the People of the Scripture concerning the final return does not accord with the truth. Know that to disbelieve is to be veiled and where one is veiled from the truth, as in the case of the polytheists, or from religion, as in the case of the People of the Scripture; and the one who is veiled from the truth is necessarily veiled from religion the very means by which one arrives at the truth. But the one who is veiled from religion may not necessarily be veiled from the truth. These, however, claim to be free of both veils at once. Thus they are shown to be liars by having their selves deprived of faith. In other words, so long as they are such they cannot be believers; [but they are not believers.]"
يُخَادِعُونَ ٱللَّهَ وَٱلَّذِينَ آمَنُوا وَمَا يَخْدَعُونَ إِلاَّ أَنْفُسَهُم وَمَا يَشْعُرُونَ,"[They would deceive God and the believers; and only themselves they deceive; and they are not aware.] Deception (mukhādaʿa) is the act of deceit from two parties. It is to manifest good [intentions] while concealing evil [ones]. To deceive God is to deceive His Messenger, on account of God's saying whoever obeys the Messenger, verily obeys God [Q. 4:80] and His saying and you threw not when you threw but God threw [Q. 8:17]; and because he [the Prophet] is His beloved. A ḥadīth has it that: 'And My servant does not cease to approach me through supererogatory acts until I love him. And when I love him, I become his hearing with which he hears and his sight with which he sees and his tongue with which he speaks and his hand with which he strikes and his foot with which he walks'."
فِي قُلُوبِهِم مَّرَضٌ فَزَادَهُمُ ٱللَّهُ مَرَضاً وَلَهُم عَذَابٌ أَلِيمٌ بِمَا كَانُوا يَكْذِبُونَ,"In their hearts is a sickness, in other words, doubt and hypocrisy. The use of the indefinite form of maraḍ (sickness) and the adverbial clause is an indication of the fact that [such a] sickness has befallen them and has established itself and taken root in these [hearts of theirs, as we have mentioned in the above structure, for otherwise He would have said: 'Their hearts are sick or [that they are] dead'; and God has increased them in sickness, that is, [with] another [sickness]: [God increases their] spite, envy and rancour by exalting the word of religion and the granting of assistance to the Messenger and the believers. All despicable acts are sicknesses of the heart as they are cause of its weakening and the evil of its private actions and its ruin in the final issue. He distinguishes between the two chastisements by [stipulating] pain for the hypocrites and an awesome [chastisement] for disbelievers, because the chastisement for those who have been banished from pre-eternity is greater. Thus they do not experience the intensity of its painfulness because of the impurity of their hearts' perception, similar to the state of a dead or hemiplegic or numbed limb [that senses nothing] when it undergoes severing or cauterisation and other kinds of pain. As for the hypocrites, they sense the extreme pain because of their established preparedness [for belief] at the outset and the permanence of their [faculties of] perception. Inevitably then their chastisement is painful, caused as it is by the chronic sickness that occurs [in their hearts], namely, mendacity and its [evil] concomitants."
وَإِذَا قِيلَ لَهُمْ لاَ تُفْسِدُواْ فِي ٱلأَرْضِ قَالُوۤاْ إِنَّمَا نَحْنُ مُصْلِحُونَ,"When it is said to them, 'Do not work corruption on earth', they say, 'We are only putting things right'."
أَلاۤ إِنَّهُمْ هُمُ ٱلْمُفْسِدُونَ وَلَـٰكِن لاَّ يَشْعُرُونَ,"Truly, they are the agents of corruption, but they perceive not."
وَإِذَا قِيلَ لَهُمْ آمِنُواْ كَمَآ آمَنَ ٱلنَّاسُ قَالُوۤاْ أَنُؤْمِنُ كَمَآ آمَنَ ٱلسُّفَهَآءُ أَلاۤ إِنَّهُمْ هُمُ ٱلسُّفَهَآءُ وَلَـٰكِن لاَّ يَعْلَمُونَ,"When it is said to them, 'Believe as the people believe', they say, 'Shall we believe as fools believeḍ' Truly, they are the foolish ones, but they know not."
وَإِذَا لَقُواْ ٱلَّذِينَ آمَنُواْ قَالُوۤا آمَنَّا وَإِذَا خَلَوْاْ إِلَىٰ شَيَاطِينِهِمْ قَالُوۤاْ إِنَّا مَعَكُمْ إِنَّمَا نَحْنُ مُسْتَهْزِءُونَ,"When they meet those who believe: a literal quotation of their hypocrisy that is a concomitant of the presence of two [kinds of] preparedness within them, a primordial luminous one that is weak, vanquished and close to being extinguished, and by which they correspond to the believers; and an acquired dark one that is strong and vanquishing by which they are in harmony with the disbelievers. For if they did not possess a minimum of light they would not be able to mix with and befriend believers in the first place as is the case with others like the disbelievers, because of the self-evident mutual incompatibility between light and darkness in all aspects. [The word] shayṭān is constructed to the paradigm fayʿāl from [the infinitive] al-shuṭūn which means 'to go far away', their devils being profoundly removed [from the divine], banished, while their leaders have attained the utmost degree of hypocrisy. Their mocking of the believers is proof of the weakness of the light aspect within them and the strength of the dark aspect, for the one who belittles something is one for whom that thing is slight, of little weight or worth. Thus they belittle those luminous individuals because of the littleness of light within them, since it is [only] by light that the value of light can be known. Given the preponderance of darkness within them, they resort to the disbelievers and become friendly with them."
ٱللَّهُ يَسْتَهْزِئُ بِهِمْ وَيَمُدُّهُمْ فِي طُغْيَانِهِمْ يَعْمَهُونَ,"God [Himself] mocks them, that is, He belittles them because from the aspect in which they find themselves their relationship to the Divine Presence is slight and weak, and so in the same measure that the Divine aspect is diminished in them, they become more firmly attached to their souls, whereas for the believers the more that their ego-centric (nafsānī) make-up is diminished the more that they find themselves by God's side: what a difference between the two [states]! reinforcing them, in their bestial and predatorial darknesses, which are satanic and ego-centric attributes, by setting up [for them] the substrata and causes [of these resultant attributes], namely their passions, sensual delights, property and livelihood in this world, all of which they have chosen on account of their caprice in their state of bewilderment, in their insolence, bewildered (yaʿmahūn): ʿamah is blindness of the heart, while their insolence is their transgressing of the [divinely stipulated] limit which they are supposed to respect. That limit is the breast (ṣadr), that is, the aspect of the heart that is adjacent to the soul (nafs), whereas the inner heart (fuÌād) is that aspect [of the heart] that is adjacent to the spirit (rūḥ), and so it sits in the middle [between the two] with aspects towards both of these: to adhere to that limit is to worship by [adhering to] the commands of God, exalted be He, and [to] His prohibitions, simultaneously turning to Him in order to seek illumination so that this aspect may be illumined and thereby the soul is illuminated. To adhere to the other limit is to receive gnosis, sciences, realities, wisdoms and divine prescriptions so that these might become etched upon the breast and the soul be adorned thereby. Insolence is to be engrossed in the ego-centric, bestial, predatorial and satanic attributes that overcome the heart, blackening it and blinding it, and sullying the spirit [as a result]."
أُوْلَـٰئِكَ ٱلَّذِينَ ٱشْتَرَوُاْ ٱلضَّلَـٰلَةَ بِٱلْهُدَىٰ فَمَا رَبِحَتْ تِّجَارَتُهُمْ وَمَا كَانُواْ مُهْتَدِينَ,"Those are they who have bought in exchange for guidance error, that is, darkness and being veiled from the path of truth, namely, religion, or from the truth [itself], for error is dispersed in the face of guidance through the original light of preparedness; so their commerce brings no profit [for them], because their capital derives from the world of light and subsistence so that they might acquire by this [capital] what resembles it in the way of effusive, perfecting light through the sciences, deeds, wisdoms, gnosis, character traits and virtuous dispositions becoming thereby rich in reality, deserving of proximity, dignity, exaltation and esteem before God, but they have not profited by acquiring [all of] that; [nor are they guided] and thus the original guidance that had been their commodity and capital is lost by the disappearance of their preparedness and the sullying of their hearts by the rust that necessarily leads to eternal veiling and deprivation and so their loss is an eternal one without beginning or end."
مَثَلُهُمْ كَمَثَلِ ٱلَّذِي ٱسْتَوْقَدَ نَاراً فَلَمَّآ أَضَآءَتْ مَا حَوْلَهُ ذَهَبَ ٱللَّهُ بِنُورِهِمْ وَتَرَكَهُمْ فِي ظُلُمَٰتٍ لاَّ يُبْصِرُونَ,"Their likeness, that is, to describe them in terms of their hypocrisy is like describing the one seeking to kindle [a fire] and the resultant light which no sooner than it illumines things nearby around him his fire subsides, leaving him bewildered. For the light of their preparedness can be compared to a kindled fire and its illumining of things around them is their being guided to what is in their best interest in terms of their livelihood in the here and now, as opposed to what is in their best interest in terms of the final return that is [seemingly] far away for them, and [their being guided to] companionship of the believers and being in accord with them outwardly; its [his fire's] being extinguished swiftly is the dying out of their light of preparedness and the rapid evanescence of what they had been content with of their world and its imminent termination; [is as the likeness of one who kindled a fire, and when it illumined all about him]"
صُمٌّ بُكْمٌ عُمْيٌ فَهُمْ لاَ يَرْجِعُونَ,"deaf, dumb, blind, in reality because of their hearts being veiled from the light of the intellect by which they hear the truth, utter it and see it. Outwardly, because of their not being beneficial, given that the paths from those sense to the heart are blocked and given the locus of the veil, the light of the heart does not reach them so that they might have preserved their benefits; nor do its perceptions touch the heart so that they might understand and take heed; they shall not return, to God because of the two barriers set upon their hearts, [the two barriers] mentioned in His statement and We have set before them a barrier and behind them a barrier [Q. 36:9]. The use of the simile lies in depicting what is intellectual in tangible form that it might find visible expression in the souls of the common folk. He then likens them to a people who are struck by rain amidst darkness, thunder and lightning: rain is the descent of the divine revelation and the arrival of [divine] mercy as assistance to them through the blessedness of the companionship of the believers and the remainder of their preparedness that might benefit their hearts even minimally; and [the rain] is also the materialisation for them of outward graces consistent with their wishes outwardly. The darknesses are the ego-centric attributes and the imaginal and illusory doubts and the satanic whisperings that bewilder them and fill them with anxiety. Thunder is the divine fulmination and the overwhelmingly powerful threat [of chastisement] mentioned in the QurÌān, its verses and the aurally and visually received reports, that which frightens them and results in the smallest breaking of their insolent hearts and a defeat of their rejecting souls. Lightning is the luminous flashes and the spiritual alerts upon hearing the promise [of reward] and being reminded of the favours and blessings that which entices them and gives them hope [of salvation] and thus profits them with a small yearning and sways them to [hope for] the granting [of their supplications]."
أَوْ كَصَيِّبٍ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَٰتٌ وَرَعْدٌ وَبَرْقٌ يَجْعَلُونَ أَصَٰبِعَهُمْ فِيۤ آذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلْمَوْتِ وٱللَّهُ مُحِيطٌ بِٱلْكَٰفِرِينَ,"Or as a cloudburst out of the heaven in which is darkness, and thunder, and lightning -"
يَكَادُ ٱلْبَرْقُ يَخْطَفُ أَبْصَٰرَهُمْ كُلَّمَا أَضَآءَ لَهُمْ مَّشَوْاْ فِيهِ وَإِذَآ أَظْلَمَ عَلَيْهِمْ قَامُواْ وَلَوْ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمْعِهِمْ وَأَبْصَٰرِهِمْ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,"The lightning, namely, the luminous flash, well-nigh snatches away their sight, that is, their intellects veiled as they are by slumber from the light of guidance and unveiling, for the intellect is the eye of the heart; whensoever it gives them light, they walk in it, that is, they rise [in status] and come closer to accepting the truth and guidance; and when the darkness is over them, they stop, that is, they remain fixed in their [state of] bewilderment in that darkness of theirs; had God willed, He would have taken away their hearing and their sight, He would have obliterated their understanding and intellect and effaced the light of their preparedness as in the case of the former group, and so they are not even affected upon hearing the revelation in the first place. Truly, God has power over all things, [be it] an externally existent thing, necessary or contingent, as well as a mentally existent thing, contingent or impossible. For a non-thing is purely a non-existent, neither in the mind nor externally [sc. in the created universe]; but His power specifically relates to that which is contingent and not to what is necessary or what is impossible, this [is clear] by rational proof. This concludes the discussion of the seven categories in undifferentiated form and a separation between the two groups of wretched ones. The mention of the first group is brief and kept to a minimum because discussion of them is of no use and is fully gleaned from the mention of the second group. Thus the criticism, reviling and censure entailed in the depiction of their status, as well as their being threatened and promised punishment and the condemnation of their conduct and their habits is on account of the possibility of their accepting guidance and the disappearance of the sickness that afflicts them and the kindling of the light of their innate dispositions by the aid of the divine granting of success, that perhaps such rebuke might break the strength of their obstinacy and that such scolding might extirpate the roots of their despicable acts so that their inner aspects might then be purified, their hearts illumined by the light of the will whereafter they follow the path of truth. Perhaps their friendly and gentle attitude towards the believers and their keeping company with them might incline them towards their [the believers'] good nature awakening some love and desire within them by which their hearts then soften to the remembrace of God [cf."
يَٰـأَيُّهَا ٱلنَّاسُ ٱعْبُدُواْ رَبَّكُمُ ٱلَّذِي خَلَقَكُمْ وَٱلَّذِينَ مِن قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُونَ,"O people [worship your Lord Who created you and those that were before you, so that you may be fearful], having concluded His mention of the fortunate and the damned, He calls them to [declaration of] the Oneness of God. The first stage of [declaring] the Oneness of God, is to declare the unity of [His] acts, which is why servanthood is tied to lordship, that they might feel the intimacy when they see the graces [given to them] and love Him, like when He said: 'I made creatures and sought their love through the graces [that I grant them]'. They then thank Him for these, for worship is gratitude and is only forthcoming in return for graces. He singles out His lordship for them so that they might single out their worship for Him. He seeks to lift the first of the three veils which are the veils of the acts, the attributes and [the veil of His] essence by means of the presentation of the self-disclosure of the acts because creatures in terms of the three [veils] are all, as engendered things, veiled from the truth absolutely. Thus the origin of their configuration (inshāÌ) and the configuration of their existence is dependent upon in terms of principles, causes and conditions, is the same as that of their mothers and fathers before them."
